Trade,Lane,EntryTime,ExitTime,EntryYear,EntryHour,Side,Volume,EntryPrice,ExitPrice,InitialStop,InitialTarget,InitialRiskMoney,RiskR,HoldMinutes,Profit,EntryComment,ExitComment
134,ADAPTIVE_TREND,2017-08-01T20:00:00,2017-08-03T02:03:40,2017,20,buy,0.01,1272.94,1262.14,1262.14,1294.55,10.8,-1.047222,1803.67,-11.31,ATB_H4_BUY,sl 1262.14
135,MOMENTUM,2017-08-09T11:00:00,2017-08-09T21:34:40,2017,11,buy,0.03,1268.21,1276.64,1263.99,1276.64,12.66,1.99763,634.67,25.29,MTSM_BUY,tp 1276.64
136,MOMENTUM,2017-08-10T14:00:00,2017-08-11T03:27:40,2017,14,buy,0.04,1280.97,1287.9,1277.51,1287.9,13.84,1.966763,807.67,27.22,MTSM_BUY,tp 1287.90
137,M15_SQUEEZE,2017-08-15T13:15:00,2017-08-15T13:15:40,2017,13,sell,0.12,1273.18,1274.05,1274.05,1271.87,10.44,-1.0,0.67,-10.44,M15SQ_SELL,sl 1274.05
138,ADAPTIVE_TREND,2017-08-18T12:00:00,2017-08-21T02:13:40,2017,12,buy,0.01,1295.5,1281.25,1281.25,1324.0,14.25,-1.009123,3733.67,-14.38,ATB_H4_BUY,sl 1281.25
139,MOMENTUM,2017-08-21T17:00:00,2017-08-22T05:00:00,2017,17,buy,0.02,1291.97,1288.92,1286.33,1303.25,11.28,-0.562943,720.0,-6.35,MTSM_BUY,
140,MOMENTUM,2017-08-28T09:00:00,2017-08-28T17:57:40,2017,9,buy,0.07,1295.21,1299.72,1292.95,1299.72,15.82,1.995575,537.67,31.57,MTSM_BUY,tp 1299.72
141,MOMENTUM,2017-09-04T10:00:00,2017-09-05T10:46:40,2017,10,buy,0.02,1337.63,1331.73,1331.73,1349.43,11.8,-1.021186,1486.67,-12.05,MTSM_BUY,sl 1331.73
142,MOMENTUM,2017-09-08T06:00:00,2017-09-08T12:00:00,2017,6,buy,0.02,1352.3,1351.35,1346.89,1363.11,10.82,-0.175601,360.0,-1.9,MTSM_BUY,
143,M15_SQUEEZE,2017-09-18T15:00:00,2017-09-18T15:31:20,2017,15,sell,0.08,1313.24,1311.45,1314.44,1311.45,9.6,1.491667,31.33,14.32,M15SQ_SELL,tp 1311.45
144,MOMENTUM,2017-09-19T17:00:00,2017-09-19T19:34:40,2017,17,buy,0.03,1310.48,1306.44,1306.44,1318.57,12.12,-1.0,154.67,-12.12,MTSM_BUY,sl 1306.44
145,MOMENTUM,2017-09-20T09:00:00,2017-09-20T16:00:00,2017,9,buy,0.03,1313.9,1311.23,1309.4,1322.9,13.5,-0.593333,420.0,-8.01,MTSM_BUY,
146,MOMENTUM,2017-09-26T07:00:00,2017-09-26T10:17:40,2017,7,buy,0.02,1313.24,1307.55,1307.55,1324.63,11.38,-1.0,197.67,-11.38,MTSM_BUY,sl 1307.55
147,M15_SQUEEZE,2017-09-28T07:00:00,2017-09-28T08:40:00,2017,7,sell,0.1,1281.1,1279.51,1282.16,1279.51,10.6,1.5,100.0,15.9,M15SQ_SELL,tp 1279.51
148,M15_SQUEEZE,2017-09-29T15:15:00,2017-09-29T15:30:40,2017,15,sell,0.09,1286.41,1287.55,1287.55,1284.7,10.26,-1.0,15.67,-10.26,M15SQ_SELL,sl 1287.55
149,MOMENTUM,2017-10-04T09:00:00,2017-10-04T15:03:40,2017,9,buy,0.06,1276.65,1281.53,1274.21,1281.53,14.64,2.0,363.67,29.28,MTSM_BUY,tp 1281.53
150,MOMENTUM,2017-10-12T07:00:00,2017-10-12T13:00:00,2017,7,buy,0.04,1295.15,1293.88,1291.31,1302.82,15.36,-0.330729,360.0,-5.08,MTSM_BUY,
151,MOMENTUM,2017-10-13T10:00:00,2017-10-13T11:21:40,2017,10,buy,0.05,1297.18,1294.43,1294.43,1302.69,13.75,-1.0,81.67,-13.75,MTSM_BUY,sl 1294.43
152,MOMENTUM,2017-10-16T11:00:00,2017-10-16T20:18:40,2017,11,buy,0.03,1305.51,1301.33,1301.33,1313.88,12.54,-1.0,558.67,-12.54,MTSM_BUY,sl 1301.33
153,MOMENTUM,2017-10-26T09:00:00,2017-10-26T10:30:40,2017,9,buy,0.04,1281.63,1278.28,1278.28,1288.33,13.4,-1.0,90.67,-13.4,MTSM_BUY,sl 1278.28
154,MOMENTUM,2017-11-15T11:00:00,2017-11-15T17:35:40,2017,11,buy,0.03,1284.12,1280.08,1280.08,1292.21,12.12,-1.0,395.67,-12.12,MTSM_BUY,sl 1280.08
155,MOMENTUM,2017-11-17T17:00:00,2017-11-17T20:09:40,2017,17,buy,0.03,1285.63,1294.43,1281.23,1294.43,13.2,2.0,189.67,26.4,MTSM_BUY,tp 1294.43
156,M15_SQUEEZE,2017-11-30T07:45:00,2017-11-30T08:00:40,2017,7,sell,0.22,1283.64,1284.11,1284.11,1282.94,10.34,-1.0,15.67,-10.34,M15SQ_SELL,sl 1284.11
157,MOMENTUM,2017-11-30T11:00:00,2017-11-30T20:04:40,2017,11,sell,0.03,1280.15,1271.26,1284.59,1271.26,13.32,2.002252,544.67,26.67,MTSM_SELL,tp 1271.26
158,M15_SQUEEZE,2017-12-06T13:45:00,2017-12-06T14:00:40,2017,13,sell,0.17,1267.38,1267.99,1267.99,1266.46,10.37,-1.0,15.67,-10.37,M15SQ_SELL,sl 1267.99
159,MOMENTUM,2017-12-07T08:00:00,2017-12-07T16:15:40,2017,8,sell,0.04,1260.46,1253.08,1264.15,1253.08,14.76,2.0,495.67,29.52,MTSM_SELL,tp 1253.08
160,ADAPTIVE_TREND,2017-12-07T08:00:00,2017-12-11T21:26:40,2017,8,sell,0.01,1260.46,1242.32,1269.53,1242.32,9.07,1.988975,6566.67,18.04,ATB_H4_SELL,tp 1242.32
161,MOMENTUM,2017-12-12T17:00:00,2017-12-12T22:00:00,2017,17,sell,0.04,1240.48,1243.34,1244.26,1232.93,15.12,-0.756614,300.0,-11.44,MTSM_SELL,
162,ADAPTIVE_TREND,2017-12-12T01:05:00,2017-12-13T01:05:00,2017,1,sell,0.01,1242.1,1244.22,1252.62,1221.05,10.52,-0.206274,1440.0,-2.17,ATB_H4_SELL,
163,MOMENTUM,2017-12-15T13:00:00,2017-12-15T17:00:00,2017,13,buy,0.03,1258.59,1255.89,1254.12,1267.54,13.41,-0.604027,240.0,-8.1,MTSM_BUY,
164,MOMENTUM,2017-12-20T13:00:00,2017-12-20T16:37:40,2017,13,buy,0.05,1265.45,1262.62,1262.62,1271.1,14.15,-1.0,217.67,-14.15,MTSM_BUY,sl 1262.62
165,MOMENTUM,2017-12-29T11:00:00,2017-12-29T16:20:40,2017,11,buy,0.07,1296.72,1301.3,1294.43,1301.3,16.03,2.0,320.67,32.06,MTSM_BUY,tp 1301.30
166,MOMENTUM,2018-01-02T16:00:00,2018-01-03T04:38:40,2018,16,buy,0.03,1314.21,1314.67,1309.63,1323.37,13.74,0.07278,758.67,1.0,MTSM_BUY,sl 1314.67
167,MOMENTUM,2018-01-11T16:00:00,2018-01-12T11:01:40,2018,16,buy,0.03,1321.15,1330.43,1316.51,1330.43,13.92,1.972701,1141.67,27.46,MTSM_BUY,tp 1330.43
168,MOMENTUM,2018-01-15T07:00:00,2018-01-16T10:00:00,2018,7,buy,0.02,1342.83,1339.21,1336.02,1356.44,13.62,-0.549927,1620.0,-7.49,MTSM_BUY,
169,ADAPTIVE_TREND,2018-01-12T08:00:00,2018-01-17T21:59:40,2018,8,buy,0.01,1328.53,1329.87,1315.09,1355.41,13.44,0.070685,8039.67,0.95,ATB_H4_BUY,sl 1329.87
170,MOMENTUM,2018-01-19T10:00:00,2018-01-22T01:05:00,2018,10,buy,0.02,1335.16,1335.05,1329.21,1347.06,11.9,-0.039496,3785.0,-0.47,MTSM_BUY,
171,MOMENTUM,2018-01-24T09:00:00,2018-01-24T14:54:40,2018,9,buy,0.04,1343.64,1351.52,1339.7,1351.52,15.76,2.0,354.67,31.52,MTSM_BUY,tp 1351.52
172,ADAPTIVE_TREND,2018-01-24T01:05:00,2018-01-25T05:48:40,2018,1,buy,0.01,1341.34,1363.52,1330.25,1363.52,11.09,1.965735,1723.67,21.8,ATB_H4_BUY,tp 1363.52
173,ADAPTIVE_TREND,2018-02-02T01:05:00,2018-02-02T16:53:40,2018,1,buy,0.01,1347.94,1332.13,1332.13,1379.56,15.81,-1.0,948.67,-15.81,ATB_H4_BUY,sl 1332.13
174,M15_SQUEEZE,2018-02-07T12:00:00,2018-02-07T14:13:40,2018,12,sell,0.09,1328.61,1326.82,1329.8,1326.82,10.71,1.504202,133.67,16.11,M15SQ_SELL,tp 1326.82
175,M15_SQUEEZE,2018-02-13T06:00:00,2018-02-13T06:30:40,2018,6,buy,0.12,1324.14,1325.44,1323.27,1325.44,10.44,1.494253,30.67,15.6,M15SQ_BUY,tp 1325.44
176,MOMENTUM,2018-02-13T08:00:00,2018-02-13T16:00:00,2018,8,buy,0.03,1326.48,1325.85,1321.41,1336.61,15.21,-0.12426,480.0,-1.89,MTSM_BUY,
177,MOMENTUM,2018-02-15T11:00:00,2018-02-15T13:18:40,2018,11,buy,0.03,1356.57,1351.75,1351.75,1366.21,14.46,-1.0,138.67,-14.46,MTSM_BUY,sl 1351.75
178,MOMENTUM,2018-02-16T07:00:00,2018-02-16T15:00:00,2018,7,buy,0.02,1358.83,1356.24,1352.12,1372.24,13.42,-0.385991,480.0,-5.18,MTSM_BUY,
179,ADAPTIVE_TREND,2018-02-16T08:00:00,2018-02-16T20:59:40,2018,8,buy,0.01,1358.45,1347.89,1347.89,1379.56,10.56,-1.0,779.67,-10.56,ATB_H4_BUY,sl 1347.89
180,M15_SQUEEZE,2018-02-19T12:45:00,2018-02-19T14:35:40,2018,12,buy,0.09,1348.34,1347.21,1347.21,1350.04,10.17,-1.0,110.67,-10.17,M15SQ_BUY,sl 1347.21
181,MOMENTUM,2018-03-01T11:00:00,2018-03-01T16:00:40,2018,11,sell,0.03,1311.6,1311.13,1316.26,1302.27,13.98,0.100858,300.67,1.41,MTSM_SELL,sl 1311.13
182,MOMENTUM,2018-03-08T17:00:00,2018-03-09T09:00:00,2018,17,sell,0.03,1322.05,1319.2,1326.95,1312.25,14.7,0.572109,960.0,8.41,MTSM_SELL,
183,M15_SQUEEZE,2018-03-14T14:00:00,2018-03-14T14:23:40,2018,14,buy,0.09,1326.28,1326.39,1325.16,1327.96,10.08,0.098214,23.67,0.99,M15SQ_BUY,sl 1326.39
184,M15_SQUEEZE,2018-03-20T07:15:00,2018-03-20T07:38:40,2018,7,sell,0.13,1314.83,1315.63,1315.63,1313.63,10.4,-1.0,23.67,-10.4,M15SQ_SELL,sl 1315.63
185,MOMENTUM,2018-03-21T15:00:00,2018-03-21T20:05:40,2018,15,buy,0.03,1318.81,1319.31,1313.77,1328.89,15.12,0.099206,305.67,1.5,MTSM_BUY,sl 1319.31
186,MOMENTUM,2018-03-23T09:00:00,2018-03-26T09:00:00,2018,9,buy,0.02,1343.03,1345.3,1336.28,1356.54,13.5,0.317778,4320.0,4.29,MTSM_BUY,
187,MOMENTUM,2018-03-26T17:00:00,2018-03-27T04:00:00,2018,17,buy,0.02,1352.87,1351.13,1346.97,1364.67,11.8,-0.316102,660.0,-3.73,MTSM_BUY,
188,MOMENTUM,2018-04-02T10:00:00,2018-04-02T15:26:20,2018,10,buy,0.06,1330.59,1335.38,1328.19,1335.38,14.4,1.995833,326.33,28.74,MTSM_BUY,tp 1335.38
189,MOMENTUM,2018-04-11T10:00:00,2018-04-11T15:35:40,2018,10,buy,0.03,1344.77,1354.89,1339.71,1354.89,15.18,2.0,335.67,30.36,MTSM_BUY,tp 1354.89
190,ADAPTIVE_TREND,2018-04-18T16:00:00,2018-04-20T16:00:00,2018,16,buy,0.01,1353.28,1339.32,1337.1,1385.64,16.18,-0.894314,2880.0,-14.47,ATB_H4_BUY,
191,REVERSION,2018-04-24T22:00:00,2018-04-25T06:57:40,2018,22,sell,0.1,1331.92,1328.34,1333.12,1328.34,12.0,2.945,537.67,35.34,RRO;Band VWAP reversion;Upper,tp 1328.34
192,REVERSION,2018-05-08T18:00:00,2018-05-08T19:10:40,2018,18,buy,0.15,1307.93,1312.55,1305.47,1312.55,36.9,1.878049,70.67,69.3,RRO;Band VWAP reversion;Lower,tp 1312.55
193,MOMENTUM,2018-05-11T12:00:00,2018-05-11T18:00:00,2018,12,buy,0.03,1323.27,1322.27,1318.23,1333.34,15.12,-0.198413,360.0,-3.0,MTSM_BUY,
194,ADAPTIVE_TREND,2018-05-21T12:00:00,2018-05-21T16:00:00,2018,12,sell,0.01,1284.33,1287.19,1294.57,1263.84,10.24,-0.279297,240.0,-2.86,ATB_H4_SELL,
195,MOMENTUM,2018-05-23T09:00:00,2018-05-23T12:07:40,2018,9,sell,0.03,1290.49,1294.82,1294.82,1281.83,12.99,-1.0,187.67,-12.99,MTSM_SELL,sl 1294.82
196,MOMENTUM,2018-05-24T16:00:00,2018-05-24T17:02:40,2018,16,buy,0.04,1298.75,1305.67,1295.29,1305.67,13.84,2.0,62.67,27.68,MTSM_BUY,tp 1305.67
197,ADAPTIVE_TREND,2018-06-01T16:00:00,2018-06-01T20:00:00,2018,16,sell,0.01,1292.38,1295.65,1306.98,1263.18,14.6,-0.223973,240.0,-3.27,ATB_H4_SELL,
198,M15_SQUEEZE,2018-06-04T07:45:00,2018-06-04T07:50:40,2018,7,sell,0.14,1292.7,1291.53,1293.48,1291.53,10.92,1.5,5.67,16.38,M15SQ_SELL,tp 1291.53
199,MOMENTUM,2018-06-07T16:00:00,2018-06-07T16:28:40,2018,16,buy,0.03,1301.58,1297.26,1297.26,1310.22,12.96,-1.0,28.67,-12.96,MTSM_BUY,sl 1297.26
200,ADAPTIVE_TREND,2018-06-19T16:00:00,2018-06-19T20:00:00,2018,16,sell,0.01,1273.53,1275.95,1284.51,1251.57,10.98,-0.220401,240.0,-2.42,ATB_H4_SELL,
201,ADAPTIVE_TREND,2018-06-21T01:05:00,2018-06-21T04:00:00,2018,1,sell,0.01,1268.05,1269.75,1277.95,1248.25,9.9,-0.171717,175.0,-1.7,ATB_H4_SELL,
202,REVERSION,2018-06-26T09:00:00,2018-06-26T10:33:40,2018,9,buy,0.1,1263.94,1262.18,1262.18,1268.04,17.6,-1.0,93.67,-17.6,RRO;Band VWAP reversion;Lower,sl 1262.18
203,MOMENTUM,2018-06-26T06:00:00,2018-06-26T14:54:40,2018,6,sell,0.04,1263.77,1255.66,1267.82,1255.66,16.2,2.002469,534.67,32.44,MTSM_SELL,tp 1255.66
204,MOMENTUM,2018-06-27T06:00:00,2018-06-27T11:00:00,2018,6,sell,0.03,1254.25,1258.26,1259.65,1243.45,16.2,-0.742593,300.0,-12.03,MTSM_SELL,
205,M15_SQUEEZE,2018-06-28T08:00:00,2018-06-28T08:45:40,2018,8,sell,0.17,1251.98,1251.92,1252.61,1251.03,10.71,0.095238,45.67,1.02,M15SQ_SELL,sl 1251.92
206,MOMENTUM,2018-06-28T10:00:00,2018-06-28T15:54:40,2018,10,sell,0.04,1250.46,1253.98,1253.98,1243.41,14.08,-1.0,354.67,-14.08,MTSM_SELL,sl 1253.98
207,ADAPTIVE_TREND,2018-06-26T08:00:00,2018-06-29T20:00:00,2018,8,sell,0.01,1263.56,1255.48,1272.92,1244.84,9.36,0.837607,5040.0,7.84,ATB_H4_SELL,
208,MOMENTUM,2018-07-11T15:00:00,2018-07-12T08:00:00,2018,15,sell,0.03,1248.69,1244.79,1253.56,1238.95,14.61,0.772758,1020.0,11.29,MTSM_SELL,
209,ADAPTIVE_TREND,2018-07-13T12:00:00,2018-07-18T08:31:20,2018,12,sell,0.02,1240.84,1224.73,1248.9,1224.73,16.12,1.98201,6991.33,31.95,ATB_H4_SELL,tp 1224.73
210,MOMENTUM,2018-07-18T09:00:00,2018-07-18T16:00:00,2018,9,sell,0.03,1224.66,1225.29,1229.35,1215.29,14.07,-0.134328,420.0,-1.89,MTSM_SELL,
211,ADAPTIVE_TREND,2018-07-19T12:00:00,2018-07-20T15:59:40,2018,12,sell,0.01,1218.53,1229.52,1229.52,1196.54,10.99,-1.00455,1679.67,-11.04,ATB_H4_SELL,sl 1229.52
212,MOMENTUM,2018-07-24T08:00:00,2018-07-24T10:31:40,2018,8,sell,0.02,1219.03,1225.03,1225.03,1207.02,12.0,-1.0,151.67,-12.0,MTSM_SELL,sl 1225.03
213,ADAPTIVE_TREND,2018-07-27T01:05:00,2018-07-31T20:00:00,2018,1,sell,0.01,1223.57,1226.2,1235.62,1199.46,12.05,-0.226556,6895.0,-2.73,ATB_H4_SELL,
214,MOMENTUM,2018-08-02T15:00:00,2018-08-03T10:59:40,2018,15,sell,0.03,1214.32,1205.24,1218.86,1205.24,13.62,1.989721,1199.67,27.1,MTSM_SELL,tp 1205.24
215,MOMENTUM,2018-08-06T14:00:00,2018-08-07T04:00:00,2018,14,sell,0.03,1209.89,1209.6,1214.18,1201.3,12.87,0.056721,840.0,0.73,MTSM_SELL,
216,MOMENTUM,2018-08-13T11:00:00,2018-08-13T19:49:40,2018,11,sell,0.03,1204.41,1193.82,1209.71,1193.82,15.9,1.998113,529.67,31.77,MTSM_SELL,tp 1193.82
217,MOMENTUM,2018-08-15T12:00:00,2018-08-15T17:58:40,2018,12,sell,0.04,1186.17,1179.2,1189.66,1179.2,13.96,1.997135,358.67,27.88,MTSM_SELL,tp 1179.20
218,ADAPTIVE_TREND,2018-08-15T08:00:00,2018-08-16T03:41:40,2018,8,sell,0.01,1187.5,1164.27,1199.12,1164.27,11.62,1.987091,1181.67,23.09,ATB_H4_SELL,tp 1164.27
219,MOMENTUM,2018-08-23T11:00:00,2018-08-24T08:00:00,2018,11,sell,0.04,1189.05,1188.25,1193.11,1180.93,16.24,0.185961,1260.0,3.02,MTSM_SELL,
220,M15_SQUEEZE,2018-09-10T14:45:00,2018-09-10T15:35:40,2018,14,sell,0.07,1192.42,1193.83,1193.83,1190.31,9.87,-1.0,50.67,-9.87,M15SQ_SELL,sl 1193.83
221,MOMENTUM,2018-09-10T08:00:00,2018-09-10T16:00:40,2018,8,sell,0.04,1193.07,1196.53,1196.53,1186.14,13.84,-1.0,480.67,-13.84,MTSM_SELL,sl 1196.53
222,ADAPTIVE_TREND,2018-09-07T16:00:00,2018-09-12T20:00:00,2018,16,sell,0.01,1194.52,1204.17,1207.39,1168.77,12.87,-0.761461,7440.0,-9.8,ATB_H4_SELL,
223,MOMENTUM,2018-09-28T10:00:00,2018-09-28T15:56:40,2018,10,sell,0.04,1181.7,1185.63,1185.63,1173.84,15.72,-1.0,356.67,-15.72,MTSM_SELL,sl 1185.63
224,REVERSION,2018-09-28T15:00:00,2018-09-28T17:56:40,2018,15,buy,0.15,1183.52,1190.74,1180.29,1190.74,48.45,2.235294,176.67,108.3,RRO;Band VWAP reversion;Lower,tp 1190.74
225,MOMENTUM,2018-10-08T11:00:00,2018-10-08T15:31:40,2018,11,sell,0.04,1193.87,1186.7,1197.45,1186.7,14.32,2.002793,271.67,28.68,MTSM_SELL,tp 1186.70
226,MOMENTUM,2018-10-17T06:00:00,2018-10-17T11:40:40,2018,6,sell,0.04,1222.43,1225.99,1225.99,1215.31,14.24,-1.0,340.67,-14.24,MTSM_SELL,sl 1225.99
227,MOMENTUM,2018-10-18T10:00:00,2018-10-18T12:20:40,2018,10,sell,0.04,1220.57,1224.36,1224.36,1212.99,15.16,-1.0,140.67,-15.16,MTSM_SELL,sl 1224.36
228,MOMENTUM,2018-10-29T09:00:00,2018-10-30T12:25:20,2018,9,sell,0.03,1230.68,1220.74,1235.65,1220.74,14.91,1.99061,1645.33,29.68,MTSM_SELL,tp 1220.74
229,MOMENTUM,2018-10-31T06:00:00,2018-11-01T04:00:00,2018,6,sell,0.02,1217.59,1217.6,1223.19,1206.39,11.2,-0.026786,1320.0,-0.3,MTSM_SELL,
230,MOMENTUM,2018-11-08T07:00:00,2018-11-08T21:02:40,2018,7,sell,0.04,1223.47,1226.99,1226.99,1216.44,14.08,-1.0,842.67,-14.08,MTSM_SELL,sl 1226.99
231,MOMENTUM,2018-11-09T06:00:00,2018-11-09T18:47:40,2018,6,sell,0.03,1218.33,1207.6,1223.7,1207.6,16.11,1.998138,767.67,32.19,MTSM_SELL,tp 1207.60
232,REVERSION,2018-11-19T19:00:00,2018-11-19T19:58:20,2018,19,sell,0.1,1222.57,1224.27,1224.27,1218.64,17.0,-1.0,58.33,-17.0,RRO;Band VWAP reversion;Upper,sl 1224.27
233,M15_SQUEEZE,2018-11-27T08:30:00,2018-11-27T08:43:40,2018,8,sell,0.16,1221.14,1220.12,1221.82,1220.12,10.88,1.5,13.67,16.32,M15SQ_SELL,tp 1220.12
234,MOMENTUM,2018-11-27T09:00:00,2018-11-27T09:31:40,2018,9,sell,0.07,1220.71,1222.87,1222.87,1216.39,15.12,-1.0,31.67,-15.12,MTSM_SELL,sl 1222.87
235,M15_SQUEEZE,2018-11-28T07:45:00,2018-11-28T07:58:40,2018,7,sell,0.17,1213.99,1213.04,1214.62,1213.04,10.71,1.507937,13.67,16.15,M15SQ_SELL,tp 1213.04
236,MOMENTUM,2018-11-30T13:00:00,2018-11-30T18:59:40,2018,13,sell,0.05,1221.94,1221.63,1225.05,1215.73,15.55,0.099678,359.67,1.55,MTSM_SELL,sl 1221.63
237,M15_SQUEEZE,2018-12-14T06:30:00,2018-12-14T06:31:40,2018,6,sell,0.25,1241.55,1241.98,1241.98,1240.9,10.75,-1.0,1.67,-10.75,M15SQ_SELL,sl 1241.98
238,MOMENTUM,2018-12-14T10:00:00,2018-12-14T19:00:00,2018,10,sell,0.04,1238.51,1240.18,1242.54,1230.46,16.12,-0.414392,540.0,-6.68,MTSM_SELL,
239,MOMENTUM,2018-12-28T09:00:00,2018-12-28T10:26:40,2018,9,buy,0.04,1280.94,1276.89,1276.89,1289.03,16.2,-1.0,86.67,-16.2,MTSM_BUY,sl 1276.89
240,MOMENTUM,2018-12-31T10:00:00,2018-12-31T16:00:00,2018,10,buy,0.04,1281.28,1279.95,1277.2,1289.43,16.32,-0.32598,360.0,-5.32,MTSM_BUY,
241,MOMENTUM,2019-01-03T09:00:00,2019-01-03T12:34:40,2019,9,buy,0.03,1292.25,1287.24,1287.24,1302.26,15.03,-1.0,214.67,-15.03,MTSM_BUY,sl 1287.24
242,ADAPTIVE_TREND,2018-12-24T20:00:00,2019-01-04T03:33:40,2018,20,buy,0.01,1268.3,1298.31,1253.29,1298.31,15.01,1.888075,14853.67,28.34,ATB_H4_BUY,tp 1298.31
243,M15_SQUEEZE,2019-01-09T12:45:00,2019-01-09T13:54:40,2019,12,sell,0.1,1280.5,1281.54,1281.54,1278.94,10.4,-1.0,69.67,-10.4,M15SQ_SELL,sl 1281.54
244,MOMENTUM,2019-01-14T11:00:00,2019-01-14T15:39:40,2019,11,buy,0.04,1293.9,1289.95,1289.95,1301.8,15.8,-1.0,279.67,-15.8,MTSM_BUY,sl 1289.95
245,ADAPTIVE_TREND,2019-01-10T01:05:00,2019-01-18T12:00:00,2019,1,buy,0.01,1293.3,1285.04,1279.53,1320.84,13.77,-0.674655,12175.0,-9.29,ATB_H4_BUY,
246,MOMENTUM,2019-01-23T11:00:00,2019-01-23T15:16:40,2019,11,buy,0.04,1286.48,1283.1,1283.1,1293.24,13.52,-1.0,256.67,-13.52,MTSM_BUY,sl 1283.10
247,MOMENTUM,2019-01-25T10:00:00,2019-01-25T16:14:20,2019,10,buy,0.04,1284.81,1291.73,1281.35,1291.73,13.84,2.0,374.33,27.68,MTSM_BUY,tp 1291.73
248,MOMENTUM,2019-01-29T09:00:00,2019-01-29T15:10:40,2019,9,buy,0.06,1305.2,1310.2,1302.7,1310.2,15.0,2.0,370.67,30.0,MTSM_BUY,tp 1310.20
249,MOMENTUM,2019-01-31T16:00:00,2019-01-31T19:00:00,2019,16,buy,0.02,1325.41,1321.33,1319.71,1336.81,11.4,-0.715789,180.0,-8.16,MTSM_BUY,
250,ADAPTIVE_TREND,2019-01-29T12:00:00,2019-02-04T04:00:00,2019,12,buy,0.01,1308.49,1314.99,1297.15,1331.17,11.34,0.505291,8160.0,5.73,ATB_H4_BUY,
251,MOMENTUM,2019-02-15T12:00:00,2019-02-15T18:00:00,2019,12,buy,0.03,1316.01,1314.44,1311.61,1324.81,13.2,-0.356818,360.0,-4.71,MTSM_BUY,
252,ADAPTIVE_TREND,2019-02-18T01:05:00,2019-02-19T19:29:40,2019,1,buy,0.01,1317.65,1339.41,1306.77,1339.41,10.88,1.988051,2544.67,21.63,ATB_H4_BUY,tp 1339.41
253,M15_SQUEEZE,2019-03-01T07:15:00,2019-03-01T07:57:40,2019,7,sell,0.18,1312.69,1311.78,1313.3,1311.78,10.98,1.491803,42.67,16.38,M15SQ_SELL,tp 1311.78
254,MOMENTUM,2019-03-06T09:00:00,2019-03-06T11:07:40,2019,9,buy,0.03,1290.59,1285.68,1285.68,1300.41,14.73,-1.0,127.67,-14.73,MTSM_BUY,sl 1285.68
255,MOMENTUM,2019-03-12T15:00:00,2019-03-13T10:37:40,2019,15,buy,0.04,1298.43,1306.79,1294.25,1306.79,16.72,1.970096,1177.67,32.94,MTSM_BUY,tp 1306.79
256,MOMENTUM,2019-03-22T16:00:00,2019-03-26T07:00:00,2019,16,buy,0.03,1314.46,1319.75,1309.39,1324.6,15.21,0.993425,5220.0,15.11,MTSM_BUY,
257,M15_SQUEEZE,2019-04-04T11:45:00,2019-04-04T14:24:40,2019,11,sell,0.14,1291.4,1290.22,1292.19,1290.22,11.06,1.493671,159.67,16.52,M15SQ_SELL,tp 1290.22
258,MOMENTUM,2019-04-08T15:00:00,2019-04-08T15:50:40,2019,15,buy,0.07,1298.5,1302.86,1296.32,1302.86,15.26,2.0,50.67,30.52,MTSM_BUY,tp 1302.86
259,MOMENTUM,2019-04-30T13:00:00,2019-04-30T15:40:40,2019,13,buy,0.05,1284.87,1281.62,1281.62,1291.37,16.25,-1.0,160.67,-16.25,MTSM_BUY,sl 1281.62
260,MOMENTUM,2019-05-10T16:00:00,2019-05-13T05:10:40,2019,16,buy,0.03,1288.47,1284.11,1284.11,1297.18,13.08,-1.029052,3670.67,-13.46,MTSM_BUY,sl 1284.11
261,MOMENTUM,2019-05-31T10:00:00,2019-05-31T17:39:40,2019,10,buy,0.03,1294.64,1303.21,1290.35,1303.21,12.87,1.997669,459.67,25.71,MTSM_BUY,tp 1303.21
262,MOMENTUM,2019-06-03T11:00:00,2019-06-04T06:00:00,2019,11,buy,0.02,1315.33,1323.83,1308.91,1328.16,12.84,1.304517,1140.0,16.75,MTSM_BUY,
263,MOMENTUM,2019-06-14T06:00:00,2019-06-14T10:06:20,2019,6,buy,0.03,1347.03,1357.94,1341.57,1357.94,16.38,1.998168,246.33,32.73,MTSM_BUY,tp 1357.94
264,ADAPTIVE_TREND,2019-06-12T08:00:00,2019-06-17T11:16:40,2019,8,buy,0.01,1332.48,1333.8,1319.32,1358.81,13.16,0.051672,7396.67,0.68,ATB_H4_BUY,sl 1333.80
265,MOMENTUM,2019-06-24T19:00:00,2019-06-25T06:44:40,2019,19,buy,0.01,1413.91,1433.75,1403.99,1433.75,9.92,1.986895,704.67,19.71,MTSM_BUY,tp 1433.75
266,M15_SQUEEZE,2019-07-16T12:15:00,2019-07-16T13:20:40,2019,12,buy,0.08,1415.39,1414.12,1414.12,1417.29,10.16,-1.0,65.67,-10.16,M15SQ_BUY,sl 1414.12
267,MOMENTUM,2019-07-30T13:00:00,2019-07-31T05:00:00,2019,13,buy,0.02,1428.53,1427.95,1422.42,1440.75,12.22,-0.115385,960.0,-1.41,MTSM_BUY,
