TestWindow,Component,EntryTime,Profit,InitialRiskMoney,RiskR,D1AbsMomentumPercent,SourceEvidence
2019,MTSM_CAP12_ANNUAL,2019-10-25T11:00:00,1.16,11.56,0.100346,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-10-31T10:00:00,26.46,13.02,2.032258,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-11-13T08:00:00,-0.68,14.19,-0.047921,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-11-14T11:00:00,-1.63,12.38,-0.131664,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-11-20T10:00:00,-11.16,11.16,-1,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-12-04T10:00:00,-11.82,11.7,-1.010256,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-12-13T15:00:00,-12.44,12.44,-1,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-12-26T16:00:00,1.09,14.76,0.073848,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,DDB045_ANNUAL_RESTART,2019-12-27T02:45:00,4.88,17.83,0.273696,,DDB_REPORT_SHA256_04AC4DA38AE485866144A0FB421EC58D3A8D04BEB66E46F4F323325031792AD0
2020,MTSM_CAP12_ANNUAL,2020-01-03T11:00:00,62.51,14.92,4.189678,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-01-17T15:00:00,0.50,10.74,0.046555,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-01-30T10:00:00,-10.32,10.32,-1,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,RRO_DI12_CAP12_CONTINUOUS,2020-01-30T21:00:00,89.34,25.3,3.531225,9.497195,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2020,MTSM_CAP12_ANNUAL,2020-02-18T10:00:00,30.48,15.08,2.02122,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-02-19T11:00:00,-9.46,14.28,-0.662465,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,RRO_DI12_CAP12_CONTINUOUS,2020-02-20T16:00:00,-42.40,39.3,-1.07888,5.575102,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2020,MTSM_CAP12_ANNUAL,2020-02-21T06:00:00,26.34,13.16,2.00152,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-05-28T13:00:00,-9.97,9.9,-1.007071,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-06-10T15:00:00,-8.38,8.38,-1,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-06-18T12:00:00,-9.33,9.05,-1.030939,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-06-19T15:00:00,27.03,13.52,1.99926,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-07-01T11:00:00,-15.74,13.44,-1.171131,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-07-06T15:00:00,5.77,11.76,0.490646,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-07-08T12:00:00,15.51,7.75,2.00129,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-07-15T11:00:00,-13.64,13.38,-1.019432,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-07-21T10:00:00,29.00,14.18,2.045134,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,R20_CURRENT_SOURCE_ANNUAL,2020-08-13T13:30:00,-22.92,23.61,-0.970775,,R20_REPORT_SHA256_7C84B7568D323EBEE740C68405FAADA88346214631768DEA9D450FBD82CE51F4
2020,MTSM_CAP12_ANNUAL,2020-09-15T06:00:00,-8.83,8.64,-1.021991,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-10-08T16:00:00,-8.69,8.61,-1.009292,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-10-09T11:00:00,16.44,8.28,1.985507,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-10-19T14:00:00,-12.86,12.68,-1.014196,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-11-09T06:00:00,-9.02,9,-1.002222,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-11-20T08:00:00,-14.96,14.86,-1.006729,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-12-01T10:00:00,17.75,8.86,2.003386,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-12-16T11:00:00,-9.45,9.28,-1.018319,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-12-17T07:00:00,28.44,14.1,2.017021,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-02-12T09:00:00,-12.08,12.04,-1.003322,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,R20_CURRENT_SOURCE_ANNUAL,2021-03-09T09:00:00,-23.40,23.4,-1,,R20_REPORT_SHA256_BC8352A7056A8082149053D0832B2BB4C6D1BF5B28AD02BBA256E2A8E85B8D9F
2021,R20_CURRENT_SOURCE_ANNUAL,2021-03-10T13:45:00,72.50,22.3,3.251121,,R20_REPORT_SHA256_BC8352A7056A8082149053D0832B2BB4C6D1BF5B28AD02BBA256E2A8E85B8D9F
2021,MTSM_CAP12_ANNUAL,2021-03-30T10:00:00,16.00,7.99,2.002503,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-03-31T06:00:00,-8.63,8.57,-1.007001,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-05-26T11:00:00,-9.19,9.19,-1,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-06-01T10:00:00,-11.52,11.48,-1.003484,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-07-16T14:00:00,-13.96,13.92,-1.002874,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-07-19T15:00:00,-14.68,14.66,-1.001364,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-07-28T17:00:00,-13.78,13.78,-1,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,R20_CURRENT_SOURCE_ANNUAL,2021-08-10T07:45:00,27.36,25.2,1.085714,,R20_REPORT_SHA256_BC8352A7056A8082149053D0832B2BB4C6D1BF5B28AD02BBA256E2A8E85B8D9F
2021,MTSM_CAP12_ANNUAL,2021-08-17T09:00:00,-2.20,7.63,-0.288336,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-08-27T08:00:00,-5.62,14.68,-0.382834,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,RRO_DI12_CAP12_CONTINUOUS,2021-09-14T20:00:00,86.03,45.52,1.889938,3.275573,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2021,MTSM_CAP12_ANNUAL,2021-09-29T12:00:00,-13.52,13.5,-1.001481,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,RRO_DI12_CAP12_CONTINUOUS,2021-10-04T03:00:00,141.80,28.4,4.992958,0.228342,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2021,MTSM_CAP12_ANNUAL,2021-10-11T16:00:00,-14.86,14.84,-1.001348,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-10-18T10:00:00,-4.29,7.65,-0.560784,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-10-22T10:00:00,17.53,8.76,2.001142,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-10-25T17:00:00,-2.58,9.75,-0.264615,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,RRO_DI12_CAP12_CONTINUOUS,2021-10-27T13:00:00,110.70,39.2,2.82398,0.002231,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2021,MTSM_CAP12_ANNUAL,2021-10-28T06:00:00,-3.78,11.88,-0.318182,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,RRO_DI12_CAP12_CONTINUOUS,2021-11-09T13:00:00,-24.90,24.7,-1.008097,0.999696,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2021,MTSM_CAP12_ANNUAL,2021-11-12T11:00:00,-14.34,14.34,-1,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-11-22T13:00:00,16.06,8.02,2.002494,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-11-23T11:00:00,18.90,9.44,2.002119,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,RRO_DI12_CAP12_CONTINUOUS,2021-11-30T21:00:00,79.76,46.8,1.704274,5.633066,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2021,MTSM_CAP12_ANNUAL,2021-12-02T08:00:00,-7.14,12.78,-0.558685,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,RRO_DI12_CAP12_CONTINUOUS,2021-12-16T05:00:00,-25.50,25.5,-1,0.086583,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2021,MTSM_CAP12_ANNUAL,2021-12-17T08:00:00,-2.96,7.98,-0.370927,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-12-21T15:00:00,-13.18,13.54,-0.973412,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,RRO_DI12_CAP12_CONTINUOUS,2021-12-21T19:00:00,80.84,39.4,2.051777,0.515970,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2021,MTSM_CAP12_ANNUAL,2021-12-28T13:00:00,-11.74,11.64,-1.008591,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-01-28T12:00:00,2.08,7.88,0.263959,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-02-04T12:00:00,-11.28,11.26,-1.001776,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-02-16T12:00:00,-13.46,13.4,-1.004478,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-02-17T06:00:00,15.14,7.57,2,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,R20_CURRENT_SOURCE_ANNUAL,2022-03-08T15:15:00,36.80,22.04,1.669691,,R20_REPORT_SHA256_30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD
2022,MTSM_CAP12_ANNUAL,2022-03-17T11:12:30,0.84,8.48,0.099057,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-04-13T19:00:00,-8.95,9.71,-0.92173,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-04-18T10:00:00,-10.10,14.22,-0.710267,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-04-29T15:00:00,-9.93,9.91,-1.002018,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,R20_CURRENT_SOURCE_ANNUAL,2022-05-05T10:45:00,-26.90,26.7,-1.007491,,R20_REPORT_SHA256_30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD
2022,R20_CURRENT_SOURCE_ANNUAL,2022-05-09T16:30:00,25.40,23,1.104348,,R20_REPORT_SHA256_30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD
2022,R20_CURRENT_SOURCE_ANNUAL,2022-05-10T07:15:00,12.54,27.94,0.448819,,R20_REPORT_SHA256_30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD
2022,MTSM_CAP12_ANNUAL,2022-05-18T07:00:00,-6.98,9.17,-0.761178,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-05-23T07:00:00,0.94,9.37,0.10032,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-05-27T11:00:00,-13.68,13.68,-1,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-06-02T10:00:00,16.50,8.25,2,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-06-27T10:00:00,-13.14,13.11,-1.002288,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-06-29T10:00:00,-10.72,10.7,-1.001869,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-07-01T07:00:00,25.42,12.7,2.001575,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-07-08T11:00:00,-7.84,7.83,-1.001277,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-07-20T10:00:00,-13.06,12.98,-1.006163,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-07-21T10:00:00,1.35,14.55,0.092784,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,R20_CURRENT_SOURCE_ANNUAL,2022-08-05T14:30:00,-4.40,26.08,-0.168712,,R20_REPORT_SHA256_30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD
2022,MTSM_CAP12_ANNUAL,2022-08-11T06:00:00,-4.31,8.04,-0.53607,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-08-16T16:00:00,-14.23,14.12,-1.00779,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-08-19T08:00:00,-6.98,11.64,-0.599656,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-08-22T09:00:00,23.18,11.6,1.998276,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,R20_CURRENT_SOURCE_ANNUAL,2022-08-29T14:30:00,-19.68,25.12,-0.783439,,R20_REPORT_SHA256_30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD
2022,R20_CURRENT_SOURCE_ANNUAL,2022-08-30T16:30:00,38.15,22.5,1.695556,,R20_REPORT_SHA256_30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD
2022,R20_CURRENT_SOURCE_ANNUAL,2022-08-31T08:15:00,-24.60,24.6,-1,,R20_REPORT_SHA256_30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD
2022,MTSM_CAP12_ANNUAL,2022-09-06T16:00:00,8.51,8.7,0.978161,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-09-15T07:00:00,1.14,11.66,0.09777,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-09-28T10:00:00,-8.63,8.63,-1,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-10-10T07:00:00,19.80,9.9,2,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-10-11T06:00:00,-4.78,8.67,-0.551326,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-10-21T07:00:00,-14.32,14.28,-1.002801,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-10-31T11:00:00,-0.21,8.95,-0.023464,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-11-03T10:00:00,0.94,9.44,0.099576,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-11-08T11:00:00,-11.52,13.7,-0.840876,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-11-21T10:00:00,3.37,10.58,0.318526,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,RRO_DI12_CAP12_CONTINUOUS,2022-11-25T07:00:00,109.00,30.7,3.550489,4.941949,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2022,MTSM_CAP12_ANNUAL,2022-11-25T16:00:00,-12.82,12.76,-1.004702,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-12-15T10:00:00,5.95,7.93,0.750315,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,RRO_DI12_CAP12_CONTINUOUS,2022-12-22T05:00:00,-21.00,21,-1,0.355373,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2023,MTSM_CAP12_ANNUAL,2023-01-10T17:00:00,-5.47,8.29,-0.659831,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-01-12T15:00:00,-13.48,13.4,-1.00597,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-01-24T09:00:00,-8.38,8.38,-1,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-02-20T10:00:00,-10.50,10.48,-1.001908,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-02-27T16:00:00,0.23,13.42,0.017139,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-03-01T09:00:00,0.46,7.79,0.05905,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-03-03T09:00:00,0.50,11.8,0.042373,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-03-17T14:00:00,16.82,8.41,2,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-04-11T12:00:00,-7.71,7.71,-1,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-04-20T10:00:00,-4.41,9.19,-0.479869,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-05-08T16:00:00,-13.04,13.04,-1,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-05-24T09:00:00,-14.54,14.54,-1,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,RRO_DI12_CAP12_CONTINUOUS,2023-06-12T18:00:00,62.67,46.08,1.360026,10.059677,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2023,RRO_DI12_CAP12_CONTINUOUS,2023-06-29T17:00:00,65.46,44.46,1.472335,4.591593,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2023,MTSM_CAP12_ANNUAL,2023-07-07T16:00:00,23.58,11.68,2.018836,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-07-11T08:00:00,1.04,10.84,0.095941,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-07-12T06:00:00,-5.30,8.41,-0.630202,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-07-13T06:00:00,-12.81,12.78,-1.002347,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-07-13T10:00:00,-8.10,8.09,-1.001236,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,RRO_DI12_CAP12_CONTINUOUS,2023-07-21T19:00:00,-43.16,41.8,-1.032536,1.664206,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2023,MTSM_CAP12_ANNUAL,2023-07-26T10:00:00,-3.02,7.61,-0.396846,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,R20_CURRENT_SOURCE_ANNUAL,2023-08-04T13:30:00,40.86,24.21,1.687732,,R20_REPORT_SHA256_13F864DB2BC5EAD47B85FF11EC6C4E0CA35EBC1D5F7E4D7074E59877FEBF6BFD
2023,MTSM_CAP12_ANNUAL,2023-08-22T11:00:00,-4.15,8.05,-0.515528,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-08-28T17:00:00,1.10,11.26,0.097691,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-08-30T15:00:00,26.61,13.29,2.002257,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,R20_CURRENT_SOURCE_ANNUAL,2023-08-31T10:00:00,23.14,25.74,0.89899,,R20_REPORT_SHA256_13F864DB2BC5EAD47B85FF11EC6C4E0CA35EBC1D5F7E4D7074E59877FEBF6BFD
2023,RRO_DI12_CAP12_CONTINUOUS,2023-09-06T22:00:00,89.36,30.3,2.949175,3.150256,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2023,MTSM_CAP12_ANNUAL,2023-09-14T16:00:00,-12.26,12.24,-1.001634,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-09-21T12:00:00,1.51,7.84,0.192602,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-09-25T09:00:00,-11.49,11.49,-1,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-09-26T06:00:00,27.60,13.8,2,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-09-27T08:00:00,26.30,13.04,2.016871,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-10-02T08:00:00,27.10,13.56,1.998525,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-11-01T06:00:00,-5.49,8.74,-0.628146,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-11-06T18:00:00,16.71,8.37,1.996416,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-11-13T17:00:00,-14.56,14.56,-1,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-11-17T11:00:00,-12.94,12.94,-1,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-11-24T13:00:00,24.19,12.21,1.981163,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-12-01T11:00:00,-13.96,13.9,-1.004317,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-12-07T16:00:00,-8.04,8.04,-1,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-12-13T16:00:00,-10.74,10.68,-1.005618,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-12-22T13:00:00,0.94,9.39,0.100106,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-01-02T12:00:00,-8.33,8.33,-1,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-01-18T15:00:00,-7.99,7.62,-1.048556,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-01-19T10:00:00,-5.08,8.29,-0.612786,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-01-29T10:00:00,-7.67,7.67,-1,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-01-31T16:00:00,25.28,12.64,2,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-02-06T08:00:00,-13.44,13.24,-1.015106,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,RRO_DI12_CAP12_CONTINUOUS,2024-02-12T13:00:00,-16.30,16.3,-1,6.436365,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2024,MTSM_CAP12_ANNUAL,2024-02-15T12:00:00,20.84,10.42,2,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-02-20T10:00:00,10.68,14.73,0.725051,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-02-27T11:00:00,-11.70,11.68,-1.001712,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,RRO_DI12_CAP12_CONTINUOUS,2024-03-01T15:00:00,-50.76,50.49,-1.005348,5.450175,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2024,MTSM_CAP12_ANNUAL,2024-03-05T11:00:00,17.75,8.87,2.001127,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-03-05T16:00:00,-1.18,9.32,-0.126609,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-03-08T11:00:00,18.79,9.39,2.001065,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-03-15T12:00:00,-8.76,8.76,-1,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,R20_CURRENT_SOURCE_ANNUAL,2024-05-07T09:00:00,-27.50,27.39,-1.004016,,R20_REPORT_SHA256_8A113F91B66B64ACB52A685AF530C196CB64557FEF09A41641C93EEDE0E89860
2024,MTSM_CAP12_ANNUAL,2024-05-15T07:00:00,24.58,12.3,1.998374,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-05-17T15:00:00,17.78,8.87,2.00451,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
