Profile,StressRPerTrade,Year,Trades,NetProfit,StartingBalance,EndingBalance,ReturnPercent
dd_0.15_rv_0.50_mom_0.10,0.05,2019,39,-107.36,10988.8,10881.44,-0.977
dd_0.15_rv_0.50_mom_0.10,0.05,2020,35,-27.8,10881.44,10853.64,-0.255
dd_0.15_rv_0.50_mom_0.10,0.05,2021,37,466.27,10853.64,11319.91,4.296
dd_0.15_rv_0.50_mom_0.10,0.05,2022,43,59.55,11319.91,11379.46,0.526
dd_0.15_rv_0.50_mom_0.10,0.05,2023,46,176.68,11379.46,11556.14,1.553
dd_0.15_rv_0.50_mom_0.10,0.05,2024,35,164.46,11556.14,11720.6,1.423
dd_0.15_rv_0.50_mom_0.10,0.05,2025,7,33.14,11720.6,11753.74,0.283
dd_0.15_rv_0.50_mom_0.10,0.05,2026,2,304.07,11753.74,12057.81,2.587
dd_0.15_rv_0.50_mom_0.10,0.1,2015,22,253.16,10000.0,10253.16,2.532
dd_0.15_rv_0.50_mom_0.10,0.1,2016,40,316.9,10253.16,10570.06,3.091
dd_0.15_rv_0.50_mom_0.10,0.1,2017,53,-58.56,10570.06,10511.5,-0.554
dd_0.15_rv_0.50_mom_0.10,0.1,2018,54,343.79,10511.5,10855.29,3.271
dd_0.15_rv_0.50_mom_0.10,0.1,2019,39,-130.77,10855.29,10724.52,-1.205
dd_0.15_rv_0.50_mom_0.10,0.1,2020,35,-62.09,10724.52,10662.43,-0.579
dd_0.15_rv_0.50_mom_0.10,0.1,2021,37,420.18,10662.43,11082.61,3.941
dd_0.15_rv_0.50_mom_0.10,0.1,2022,43,28.01,11082.61,11110.62,0.253
dd_0.15_rv_0.50_mom_0.10,0.1,2023,46,135.94,11110.62,11246.56,1.224
dd_0.15_rv_0.50_mom_0.10,0.1,2024,35,127.6,11246.56,11374.16,1.135
dd_0.15_rv_0.50_mom_0.10,0.1,2025,7,21.05,11374.16,11395.21,0.185
dd_0.15_rv_0.50_mom_0.10,0.1,2026,2,289.02,11395.21,11684.23,2.536
dd_0.15_rv_0.50_mom_0.15,0.0,2015,22,321.62,10000.0,10321.62,3.216
dd_0.15_rv_0.50_mom_0.15,0.0,2016,40,394.29,10321.62,10715.91,3.82
dd_0.15_rv_0.50_mom_0.15,0.0,2017,53,74.78,10715.91,10790.69,0.698
dd_0.15_rv_0.50_mom_0.15,0.0,2018,54,498.77,10790.69,11289.46,4.622
dd_0.15_rv_0.50_mom_0.15,0.0,2019,39,-95.35,11289.46,11194.11,-0.845
dd_0.15_rv_0.50_mom_0.15,0.0,2020,35,51.14,11194.11,11245.25,0.457
dd_0.15_rv_0.50_mom_0.15,0.0,2021,37,483.37,11245.25,11728.62,4.298
dd_0.15_rv_0.50_mom_0.15,0.0,2022,43,68.87,11728.62,11797.49,0.587
dd_0.15_rv_0.50_mom_0.15,0.0,2023,46,211.44,11797.49,12008.93,1.792
dd_0.15_rv_0.50_mom_0.15,0.0,2024,35,276.5,12008.93,12285.43,2.302
dd_0.15_rv_0.50_mom_0.15,0.0,2025,7,60.49,12285.43,12345.92,0.492
dd_0.15_rv_0.50_mom_0.15,0.0,2026,2,325.64,12345.92,12671.56,2.638
dd_0.15_rv_0.50_mom_0.15,0.05,2015,22,297.48,10000.0,10297.48,2.975
dd_0.15_rv_0.50_mom_0.15,0.05,2016,40,357.72,10297.48,10655.2,3.474
dd_0.15_rv_0.50_mom_0.15,0.05,2017,53,20.58,10655.2,10675.78,0.193
dd_0.15_rv_0.50_mom_0.15,0.05,2018,54,439.03,10675.78,11114.81,4.112
dd_0.15_rv_0.50_mom_0.15,0.05,2019,39,-128.0,11114.81,10986.81,-1.152
dd_0.15_rv_0.50_mom_0.15,0.05,2020,35,7.83,10986.81,10994.64,0.071
dd_0.15_rv_0.50_mom_0.15,0.05,2021,37,426.97,10994.64,11421.61,3.883
dd_0.15_rv_0.50_mom_0.15,0.05,2022,43,26.1,11421.61,11447.71,0.229
dd_0.15_rv_0.50_mom_0.15,0.05,2023,46,156.97,11447.71,11604.68,1.371
dd_0.15_rv_0.50_mom_0.15,0.05,2024,35,225.75,11604.68,11830.43,1.945
dd_0.15_rv_0.50_mom_0.15,0.05,2025,7,45.78,11830.43,11876.21,0.387
dd_0.15_rv_0.50_mom_0.15,0.05,2026,2,307.23,11876.21,12183.44,2.587
dd_0.15_rv_0.50_mom_0.15,0.1,2015,22,273.39,10000.0,10273.39,2.734
dd_0.15_rv_0.50_mom_0.15,0.1,2016,40,321.43,10273.39,10594.82,3.129
dd_0.15_rv_0.50_mom_0.15,0.1,2017,53,-32.75,10594.82,10562.07,-0.309
dd_0.15_rv_0.50_mom_0.15,0.1,2018,54,380.76,10562.07,10942.83,3.605
dd_0.15_rv_0.50_mom_0.15,0.1,2019,39,-159.52,10942.83,10783.31,-1.458
dd_0.15_rv_0.50_mom_0.15,0.1,2020,35,-33.75,10783.31,10749.56,-0.313
dd_0.15_rv_0.50_mom_0.15,0.1,2021,37,373.01,10749.56,11122.57,3.47
dd_0.15_rv_0.50_mom_0.15,0.1,2022,43,-14.34,11122.57,11108.23,-0.129
dd_0.15_rv_0.50_mom_0.15,0.1,2023,46,105.72,11108.23,11213.95,0.952
dd_0.15_rv_0.50_mom_0.15,0.1,2024,35,178.23,11213.95,11392.18,1.589
dd_0.15_rv_0.50_mom_0.15,0.1,2025,7,32.09,11392.18,11424.27,0.282
dd_0.15_rv_0.50_mom_0.15,0.1,2026,2,289.76,11424.27,11714.03,2.536
dd_0.15_rv_0.50_mom_0.20,0.0,2015,22,350.71,10000.0,10350.71,3.507
dd_0.15_rv_0.50_mom_0.20,0.0,2016,40,417.49,10350.71,10768.2,4.033
dd_0.15_rv_0.50_mom_0.20,0.0,2017,53,123.41,10768.2,10891.61,1.146
dd_0.15_rv_0.50_mom_0.20,0.0,2018,54,565.24,10891.61,11456.85,5.19
dd_0.15_rv_0.50_mom_0.20,0.0,2019,39,-107.82,11456.85,11349.03,-0.941
dd_0.15_rv_0.50_mom_0.20,0.0,2020,35,95.86,11349.03,11444.89,0.845
dd_0.15_rv_0.50_mom_0.20,0.0,2021,37,451.5,11444.89,11896.39,3.945
dd_0.15_rv_0.50_mom_0.20,0.0,2022,43,44.47,11896.39,11940.86,0.374
dd_0.15_rv_0.50_mom_0.20,0.0,2023,46,203.07,11940.86,12143.93,1.701
dd_0.15_rv_0.50_mom_0.20,0.0,2024,35,351.5,12143.93,12495.43,2.894
dd_0.15_rv_0.50_mom_0.20,0.0,2025,7,75.5,12495.43,12570.93,0.604
dd_0.15_rv_0.50_mom_0.20,0.0,2026,2,331.57,12570.93,12902.5,2.638
dd_0.15_rv_0.50_mom_0.20,0.05,2015,22,322.11,10000.0,10322.11,3.221
dd_0.15_rv_0.50_mom_0.20,0.05,2016,40,371.44,10322.11,10693.55,3.598
dd_0.15_rv_0.50_mom_0.20,0.05,2017,53,57.59,10693.55,10751.14,0.539
dd_0.15_rv_0.50_mom_0.20,0.05,2018,54,490.51,10751.14,11241.65,4.562
dd_0.15_rv_0.50_mom_0.20,0.05,2019,39,-149.15,11241.65,11092.5,-1.327
dd_0.15_rv_0.50_mom_0.20,0.05,2020,35,44.08,11092.5,11136.58,0.397
dd_0.15_rv_0.50_mom_0.20,0.05,2021,37,386.64,11136.58,11523.22,3.472
dd_0.15_rv_0.50_mom_0.20,0.05,2022,43,-7.96,11523.22,11515.26,-0.069
dd_0.15_rv_0.50_mom_0.20,0.05,2023,46,136.89,11515.26,11652.15,1.189
dd_0.15_rv_0.50_mom_0.20,0.05,2024,35,287.67,11652.15,11939.82,2.469
dd_0.15_rv_0.50_mom_0.20,0.05,2025,7,58.65,11939.82,11998.47,0.491
dd_0.15_rv_0.50_mom_0.20,0.05,2026,2,310.4,11998.47,12308.87,2.587
dd_0.15_rv_0.50_mom_0.20,0.1,2015,22,293.59,10000.0,10293.59,2.936
dd_0.15_rv_0.50_mom_0.20,0.1,2016,40,325.83,10293.59,10619.42,3.165
dd_0.15_rv_0.50_mom_0.20,0.1,2017,53,-6.94,10619.42,10612.48,-0.065
dd_0.15_rv_0.50_mom_0.20,0.1,2018,54,417.99,10612.48,11030.47,3.939
dd_0.15_rv_0.50_mom_0.20,0.1,2019,39,-188.74,11030.47,10841.73,-1.711
dd_0.15_rv_0.50_mom_0.20,0.1,2020,35,-5.19,10841.73,10836.54,-0.048
dd_0.15_rv_0.50_mom_0.20,0.1,2021,37,325.17,10836.54,11161.71,3.001
dd_0.15_rv_0.50_mom_0.20,0.1,2022,43,-56.94,11161.71,11104.77,-0.51
dd_0.15_rv_0.50_mom_0.20,0.1,2023,14,104.36,11104.77,11209.13,0.94
dd_0.15_rv_0.50_mom_0.20,0.1,2024,9,25.47,11209.13,11234.6,0.227
dd_0.15_rv_0.50_mom_0.20,0.1,2025,4,-0.96,11234.6,11233.64,-0.009
dd_0.15_rv_0.50_mom_0.20,0.1,2026,2,284.92,11233.64,11518.56,2.536
