EntryTime,Lane,Volume,EntryBalance,InitialRiskMoney,LaneRiskPercent,LaneCapPercent,OpenPositionsAfterEntry,PortfolioInitialRiskPercent,PortfolioCapPercent,LanePass,PortfolioPass,EntryComment
2023-11-24T13:00:00,momentum,0.04,11622.01,16.28,0.1401,0.15,1,0.1401,0.75,True,True,MTSM_BUY
2023-11-24T16:00:00,adaptive_trend,0.01,11622.01,10.49,0.0903,0.15,2,0.2303,0.75,True,True,ATB_H4_BUY
2023-11-28T16:00:00,adaptive_trend,0.01,11675.01,16.50,0.1413,0.15,1,0.1413,0.75,True,True,ATB_H4_BUY
2023-12-01T11:00:00,momentum,0.02,11675.01,13.90,0.1191,0.15,2,0.2604,0.75,True,True,MTSM_BUY
2023-12-07T16:00:00,momentum,0.02,11693.41,16.08,0.1375,0.15,1,0.1375,0.75,True,True,MTSM_BUY
2023-12-13T16:00:00,momentum,0.03,11677.33,16.02,0.1372,0.15,1,0.1372,0.75,True,True,MTSM_BUY
2023-12-22T13:00:00,momentum,0.01,11661.22,9.39,0.0805,0.15,1,0.0805,0.75,True,True,MTSM_BUY
2024-01-02T12:00:00,momentum,0.02,11662.16,16.66,0.1429,0.15,1,0.1429,0.75,True,True,MTSM_BUY
2024-01-18T15:00:00,momentum,0.02,11645.50,15.24,0.1309,0.15,1,0.1309,0.75,True,True,MTSM_BUY
2024-01-19T10:00:00,momentum,0.02,11629.52,16.58,0.1426,0.15,1,0.1426,0.75,True,True,MTSM_BUY
2024-01-29T10:00:00,momentum,0.02,11619.37,15.34,0.1320,0.15,1,0.1320,0.75,True,True,MTSM_BUY
2024-01-31T16:00:00,momentum,0.02,11604.03,12.64,0.1089,0.15,1,0.1089,0.75,True,True,MTSM_BUY
2024-02-06T08:00:00,momentum,0.02,11629.31,13.24,0.1139,0.15,1,0.1139,0.75,True,True,MTSM_BUY
2024-02-12T13:00:00,reversion,0.1,11615.87,16.30,0.1403,0.45,1,0.1403,0.75,True,True,RRO;Band VWAP reversion;Lower
2024-02-15T12:00:00,momentum,0.03,11599.57,15.63,0.1347,0.15,1,0.1347,0.75,True,True,MTSM_BUY
2024-02-20T10:00:00,momentum,0.03,11630.83,14.73,0.1266,0.15,1,0.1266,0.75,True,True,MTSM_BUY
2024-02-27T11:00:00,momentum,0.02,11641.51,11.68,0.1003,0.15,1,0.1003,0.75,True,True,MTSM_BUY
2024-03-01T15:00:00,reversion,0.09,11629.81,50.49,0.4341,0.45,1,0.4341,0.75,True,True,RRO;Band VWAP reversion;Upper
2024-03-05T11:00:00,momentum,0.01,11579.05,8.87,0.0766,0.15,1,0.0766,0.75,True,True,MTSM_BUY
2024-03-05T16:00:00,momentum,0.01,11596.80,9.32,0.0804,0.15,1,0.0804,0.75,True,True,MTSM_BUY
2024-03-08T11:00:00,momentum,0.01,11595.62,9.39,0.0810,0.15,1,0.0810,0.75,True,True,MTSM_BUY
2024-03-15T12:00:00,momentum,0.01,11614.41,8.76,0.0754,0.15,1,0.0754,0.75,True,True,MTSM_BUY
2024-05-15T07:00:00,momentum,0.02,11605.65,12.30,0.1060,0.15,1,0.1060,0.75,True,True,MTSM_BUY
2024-05-17T15:00:00,momentum,0.01,11630.23,8.87,0.0763,0.15,1,0.0763,0.75,True,True,MTSM_BUY
2024-07-03T16:00:00,momentum,0.01,11648.01,8.85,0.0760,0.15,1,0.0760,0.75,True,True,MTSM_BUY
