"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Deposit","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","SourceSha256","StopLookbackBars","StopBufferATR","MinimumStopATR","MaximumStopATR","EntryHour","SignalBodyPercent","TakeProfitR","StopRule","Status","ReportPath","ReportSha256","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor","RunnerStatus","RunnerEvidence","RunnerSourceSha256","PortableBinarySha256"
"31","ods2_minstop08","7","independent_m15_overnight_drift_structure_v2","1","discovery_model1","ods2_minstop08.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\021_ods2_minstop08_continuous_2015_2020_m1.ini","ods2_minstop08_continuous_2015_2020_m1","profiles\ods2_minstop08.set","A0401C3BF0A6E5B9F5ADDE3A0C0B8DD329E31D2ECBF522B222BBD84A2EB13C14","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","4","0.05","0.08","0.35","7","35.0","1.50","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026.","PARSED","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_minstop08_continuous_2015_2020_m1.htm","694299A7C490A570C776ED3765C77F85E1E7F3BC7D7B1974E154D5A9EEA776D4","10000","2191","5.9986","33.07","10033.07","0.33","0.06","0.06","1.04","0.19","1.01","48.54","171","10","165.04","1.63","152.96","165.04","0.2004","REPORT_FOUND","Portable worker exported and copied the full MT5 report.","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","9E246182FAF1CD1E16C1CBF88EB1E50057B5434FCA246C526F87E4C5DB228CF5"
"33","ods2_maxstop25","8","independent_m15_overnight_drift_structure_v2","1","discovery_model1","ods2_maxstop25.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\022_ods2_maxstop25_older_2015_2018_m1.ini","ods2_maxstop25_older_2015_2018_m1","profiles\ods2_maxstop25.set","B265FCB32C9D324CCFC95FAA67A7C33DE7CF9A3E74970B16C79220D8C9EA5A91","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","4","0.05","0.05","0.25","7","35.0","1.50","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026.","PARSED","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_maxstop25_older_2015_2018_m1.htm","2C1F17B1C70B4DA8EE8987696775C9004E37720342648C2F8FB20BAACFC26F10","10000","1460","3.9973","22.28","10022.28","0.22","0.06","0.06","1.04","0.18","0.91","46.72","122","10","158.92","1.57","146.84","158.92","0.1402","REPORT_FOUND","Portable worker exported and copied the full MT5 report.","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","014CBAC91645B006F255D5F33CECA664CC6DEFB4015BA41467A8BA5904C89318"
"34","ods2_maxstop25","8","independent_m15_overnight_drift_structure_v2","1","discovery_model1","ods2_maxstop25.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\023_ods2_maxstop25_discovery_2019_2020_m1.ini","ods2_maxstop25_discovery_2019_2020_m1","profiles\ods2_maxstop25.set","B265FCB32C9D324CCFC95FAA67A7C33DE7CF9A3E74970B16C79220D8C9EA5A91","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","4","0.05","0.05","0.25","7","35.0","1.50","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026.","PARSED","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_maxstop25_discovery_2019_2020_m1.htm","1658AF6EBB0743307E9B93276234B3A3F031F3AC693308AA1E41833422C4F22C","10000","730","1.9986","13.31","10013.31","0.13","0.07","0.07","1.07","0.28","1.67","54.17","48","5","65.54","0.65","56.06","65.54","0.2031","REPORT_FOUND","Portable worker exported and copied the full MT5 report.","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","9E246182FAF1CD1E16C1CBF88EB1E50057B5434FCA246C526F87E4C5DB228CF5"
"36","ods2_maxstop25","8","independent_m15_overnight_drift_structure_v2","1","discovery_model1","ods2_maxstop25.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\024_ods2_maxstop25_continuous_2015_2020_m1.ini","ods2_maxstop25_continuous_2015_2020_m1","profiles\ods2_maxstop25.set","B265FCB32C9D324CCFC95FAA67A7C33DE7CF9A3E74970B16C79220D8C9EA5A91","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","4","0.05","0.05","0.25","7","35.0","1.50","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026.","PARSED","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_maxstop25_continuous_2015_2020_m1.htm","B812C1EBB5671FFB40988EA4652CBDAEB7144FE2AA1801507ED7DFB0C2B4F366","10000","2191","5.9986","39.34","10039.34","0.39","0.07","0.07","1.05","0.23","1.21","48.82","170","10","158.92","1.57","146.84","158.92","0.2475","REPORT_FOUND","Portable worker exported and copied the full MT5 report.","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","014CBAC91645B006F255D5F33CECA664CC6DEFB4015BA41467A8BA5904C89318"
"37","ods2_maxstop45","9","independent_m15_overnight_drift_structure_v2","1","discovery_model1","ods2_maxstop45.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\025_ods2_maxstop45_older_2015_2018_m1.ini","ods2_maxstop45_older_2015_2018_m1","profiles\ods2_maxstop45.set","1A1B664174F9F2040693DC894207799EB69C5C8F9BBF1EE9E7C5B9C02181C683","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","4","0.05","0.05","0.45","7","35.0","1.50","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026.","PARSED","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_maxstop45_older_2015_2018_m1.htm","26C4E4ED3963CCBDEC84E85BCE6D47A34B076D5980C652B4F3E712A077BAA22F","10000","1460","3.9973","16.16","10016.16","0.16","0.04","0.04","1.03","0.13","0.66","46.34","123","10","165.04","1.63","152.96","165.04","0.0979","REPORT_FOUND","Portable worker exported and copied the full MT5 report.","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","9E246182FAF1CD1E16C1CBF88EB1E50057B5434FCA246C526F87E4C5DB228CF5"
"39","ods2_maxstop45","9","independent_m15_overnight_drift_structure_v2","1","discovery_model1","ods2_maxstop45.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\026_ods2_maxstop45_discovery_2019_2020_m1.ini","ods2_maxstop45_discovery_2019_2020_m1","profiles\ods2_maxstop45.set","1A1B664174F9F2040693DC894207799EB69C5C8F9BBF1EE9E7C5B9C02181C683","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","4","0.05","0.05","0.45","7","35.0","1.50","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026.","PARSED","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_maxstop45_discovery_2019_2020_m1.htm","6C204B5F5BDFF2370070D666441C0B3E6698C3C07DCA7ED785C9DC3A0C64DD79","10000","730","1.9986","13.31","10013.31","0.13","0.07","0.07","1.07","0.28","1.67","54.17","48","5","65.54","0.65","56.06","65.54","0.2031","REPORT_FOUND","Portable worker exported and copied the full MT5 report.","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","014CBAC91645B006F255D5F33CECA664CC6DEFB4015BA41467A8BA5904C89318"
"40","ods2_maxstop45","9","independent_m15_overnight_drift_structure_v2","1","discovery_model1","ods2_maxstop45.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\027_ods2_maxstop45_continuous_2015_2020_m1.ini","ods2_maxstop45_continuous_2015_2020_m1","profiles\ods2_maxstop45.set","1A1B664174F9F2040693DC894207799EB69C5C8F9BBF1EE9E7C5B9C02181C683","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","4","0.05","0.05","0.45","7","35.0","1.50","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026.","PARSED","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_maxstop45_continuous_2015_2020_m1.htm","933AD199AA1AEA8E865CDA093ED3CF0FD4D451E23EBE455CED4FB6F057519EE8","10000","2191","5.9986","34.47","10034.47","0.34","0.06","0.06","1.04","0.2","1.06","48.54","171","10","165.04","1.63","152.96","165.04","0.2089","REPORT_FOUND","Portable worker exported and copied the full MT5 report.","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","9E246182FAF1CD1E16C1CBF88EB1E50057B5434FCA246C526F87E4C5DB228CF5"
"42","ods2_signal25","10","independent_m15_overnight_drift_structure_v2","1","discovery_model1","ods2_signal25.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\028_ods2_signal25_older_2015_2018_m1.ini","ods2_signal25_older_2015_2018_m1","profiles\ods2_signal25.set","5392F3DF8018819443883E7F197DA8386FD3C736FA80C826765B1AEB128A1B2D","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","4","0.05","0.05","0.35","7","25.0","1.50","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026.","PARSED","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_signal25_older_2015_2018_m1.htm","50A0BC854500051C5E56D7DD92DB91A67A5B7B575B03BCB590C1DB0E8E74CF4A","10000","1460","3.9973","-6.3","9993.7","-0.06","-0.02","-0.02","0.99","-0.05","-0.25","46.56","131","9","165.37","1.64","153.29","165.37","-0.0381","REPORT_FOUND","Portable worker exported and copied the full MT5 report.","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","014CBAC91645B006F255D5F33CECA664CC6DEFB4015BA41467A8BA5904C89318"
"43","ods2_signal25","10","independent_m15_overnight_drift_structure_v2","1","discovery_model1","ods2_signal25.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\029_ods2_signal25_discovery_2019_2020_m1.ini","ods2_signal25_discovery_2019_2020_m1","profiles\ods2_signal25.set","5392F3DF8018819443883E7F197DA8386FD3C736FA80C826765B1AEB128A1B2D","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","4","0.05","0.05","0.35","7","25.0","1.50","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026.","PARSED","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_signal25_discovery_2019_2020_m1.htm","3967359D8BCF1249A3AB7F8739066D0A04593AEEAA9F695D0E942AA95F92971B","10000","730","1.9986","9.77","10009.77","0.1","0.05","0.05","1.04","0.18","1.07","51.85","54","6","77.36","0.77","67.88","77.36","0.1263","REPORT_FOUND","Portable worker exported and copied the full MT5 report.","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","9E246182FAF1CD1E16C1CBF88EB1E50057B5434FCA246C526F87E4C5DB228CF5"
"45","ods2_signal25","10","independent_m15_overnight_drift_structure_v2","1","discovery_model1","ods2_signal25.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\030_ods2_signal25_continuous_2015_2020_m1.ini","ods2_signal25_continuous_2015_2020_m1","profiles\ods2_signal25.set","5392F3DF8018819443883E7F197DA8386FD3C736FA80C826765B1AEB128A1B2D","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","4","0.05","0.05","0.35","7","25.0","1.50","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026.","PARSED","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_signal25_continuous_2015_2020_m1.htm","76FA9A8EA47C0C1CE24B41F5D487AC72BD5BFE89FAB379EDA1B89D194569CD75","10000","2191","5.9986","-1.53","9998.47","-0.02","0","0","1","-0.01","-0.04","48.11","185","9","165.37","1.64","153.29","165.37","-0.0093","REPORT_FOUND","Portable worker exported and copied the full MT5 report.","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","014CBAC91645B006F255D5F33CECA664CC6DEFB4015BA41467A8BA5904C89318"
"46","ods2_entry8","11","independent_m15_overnight_drift_structure_v2","1","discovery_model1","ods2_entry8.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\031_ods2_entry8_older_2015_2018_m1.ini","ods2_entry8_older_2015_2018_m1","profiles\ods2_entry8.set","4DC44CF570EC6CB0751B2326930C4C4E2B5C23410B344959F9DF0BB3AB43D20A","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","4","0.05","0.05","0.35","8","35.0","1.50","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026.","PARSED","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_entry8_older_2015_2018_m1.htm","F952F960658737EDA07D79AC698B51B2CF8E9C03685F491CBAC2BD7A3881A2BA","10000","1460","3.9973","60.36","10060.36","0.6","0.15","0.15","1.11","0.49","2.44","50.82","122","5","77.83","0.77","69.39","77.83","0.7755","REPORT_FOUND","Portable worker exported and copied the full MT5 report.","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","9E246182FAF1CD1E16C1CBF88EB1E50057B5434FCA246C526F87E4C5DB228CF5"
"48","ods2_entry8","11","independent_m15_overnight_drift_structure_v2","1","discovery_model1","ods2_entry8.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\032_ods2_entry8_discovery_2019_2020_m1.ini","ods2_entry8_discovery_2019_2020_m1","profiles\ods2_entry8.set","4DC44CF570EC6CB0751B2326930C4C4E2B5C23410B344959F9DF0BB3AB43D20A","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","4","0.05","0.05","0.35","8","35.0","1.50","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026.","PARSED","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_entry8_discovery_2019_2020_m1.htm","C28AA97A30FF5A9130A415FA9E75D8933E9BE12A70477A62A345AB721023A4EC","10000","730","1.9986","63.13","10063.13","0.63","0.32","0.32","1.33","1.24","6.84","56.86","51","3","42.44","0.42","35.16","42.44","1.4875","REPORT_FOUND","Portable worker exported and copied the full MT5 report.","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","014CBAC91645B006F255D5F33CECA664CC6DEFB4015BA41467A8BA5904C89318"
"49","ods2_entry8","11","independent_m15_overnight_drift_structure_v2","1","discovery_model1","ods2_entry8.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\033_ods2_entry8_continuous_2015_2020_m1.ini","ods2_entry8_continuous_2015_2020_m1","profiles\ods2_entry8.set","4DC44CF570EC6CB0751B2326930C4C4E2B5C23410B344959F9DF0BB3AB43D20A","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","4","0.05","0.05","0.35","8","35.0","1.50","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026.","PARSED","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_entry8_continuous_2015_2020_m1.htm","BBBCE4A1E53C87FFCEF768D96C1AD37C173ADDB826EC406084DBCD289A500851","10000","2191","5.9986","136.89","10136.89","1.37","0.23","0.23","1.19","0.79","4.01","52.87","174","5","77.83","0.77","69.39","77.83","1.7588","REPORT_FOUND","Portable worker exported and copied the full MT5 report.","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","9E246182FAF1CD1E16C1CBF88EB1E50057B5434FCA246C526F87E4C5DB228CF5"
"51","ods2_tp125","12","independent_m15_overnight_drift_structure_v2","1","discovery_model1","ods2_tp125.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\034_ods2_tp125_older_2015_2018_m1.ini","ods2_tp125_older_2015_2018_m1","profiles\ods2_tp125.set","8EA443D73F173FC45260CCF0F1837D1065983E42DAD8AB5C17C91EDC0B1A0828","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","4","0.05","0.05","0.35","7","35.0","1.25","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026.","PARSED","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_tp125_older_2015_2018_m1.htm","9200A4D48EBE207F2F3D6EA9F2B2B270805E09E60B3D9E4F53C64DD6F7729115","10000","1460","3.9973","-40.08","9959.92","-0.4","-0.1","-0.1","0.93","-0.33","-1.77","46.34","123","10","170.52","1.69","158.44","170.52","-0.235","REPORT_FOUND","Portable worker exported and copied the full MT5 report.","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","014CBAC91645B006F255D5F33CECA664CC6DEFB4015BA41467A8BA5904C89318"
"52","ods2_tp125","12","independent_m15_overnight_drift_structure_v2","1","discovery_model1","ods2_tp125.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\035_ods2_tp125_discovery_2019_2020_m1.ini","ods2_tp125_discovery_2019_2020_m1","profiles\ods2_tp125.set","8EA443D73F173FC45260CCF0F1837D1065983E42DAD8AB5C17C91EDC0B1A0828","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","4","0.05","0.05","0.35","7","35.0","1.25","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026.","PARSED","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_tp125_discovery_2019_2020_m1.htm","75698BF8F8B2498F5F6FF5F44C7367ED444FF009D3B0A6D38FDF969C10E93991","10000","730","1.9986","11.04","10011.04","0.11","0.06","0.06","1.06","0.23","1.48","54.17","48","5","65.54","0.65","56.06","65.54","0.1684","REPORT_FOUND","Portable worker exported and copied the full MT5 report.","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","9E246182FAF1CD1E16C1CBF88EB1E50057B5434FCA246C526F87E4C5DB228CF5"
"54","ods2_tp125","12","independent_m15_overnight_drift_structure_v2","1","discovery_model1","ods2_tp125.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\036_ods2_tp125_continuous_2015_2020_m1.ini","ods2_tp125_continuous_2015_2020_m1","profiles\ods2_tp125.set","8EA443D73F173FC45260CCF0F1837D1065983E42DAD8AB5C17C91EDC0B1A0828","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","4","0.05","0.05","0.35","7","35.0","1.25","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026.","PARSED","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_tp125_continuous_2015_2020_m1.htm","B367E8DD818CC9D68E31F933A25B414C885D6A159A6B27287BCEDED9328E77DF","10000","2191","5.9986","-29.04","9970.96","-0.29","-0.05","-0.05","0.96","-0.17","-0.96","48.54","171","10","170.52","1.69","158.44","170.52","-0.1703","REPORT_FOUND","Portable worker exported and copied the full MT5 report.","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","014CBAC91645B006F255D5F33CECA664CC6DEFB4015BA41467A8BA5904C89318"
"55","ods2_tp175","13","independent_m15_overnight_drift_structure_v2","1","discovery_model1","ods2_tp175.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\037_ods2_tp175_older_2015_2018_m1.ini","ods2_tp175_older_2015_2018_m1","profiles\ods2_tp175.set","C12B15AB476597368E94FAFD5B5D6F7801F9194BBDA723FFCEBF1DF419524A12","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","4","0.05","0.05","0.35","7","35.0","1.75","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026.","PARSED","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_tp175_older_2015_2018_m1.htm","DA84616D5ECCAFFB31C4D280CFABCF3DE9CB371566EF0F0ED6535954598EF3F8","10000","1460","3.9973","14.13","10014.13","0.14","0.04","0.04","1.02","0.11","0.52","46.34","123","10","163.35","1.61","151.27","163.35","0.0865","REPORT_FOUND","Portable worker exported and copied the full MT5 report.","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","9E246182FAF1CD1E16C1CBF88EB1E50057B5434FCA246C526F87E4C5DB228CF5"
"57","ods2_tp175","13","independent_m15_overnight_drift_structure_v2","1","discovery_model1","ods2_tp175.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\038_ods2_tp175_discovery_2019_2020_m1.ini","ods2_tp175_discovery_2019_2020_m1","profiles\ods2_tp175.set","C12B15AB476597368E94FAFD5B5D6F7801F9194BBDA723FFCEBF1DF419524A12","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","4","0.05","0.05","0.35","7","35.0","1.75","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026.","PARSED","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_tp175_discovery_2019_2020_m1.htm","D83216E1602B5F34580AE2237E9C51B3B9CF9E1C5A3F92F60075AAFB8D91EB6C","10000","730","1.9986","30.55","10030.55","0.31","0.15","0.15","1.16","0.64","3.59","54.17","48","5","65.54","0.65","56.06","65.54","0.4661","REPORT_FOUND","Portable worker exported and copied the full MT5 report.","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","014CBAC91645B006F255D5F33CECA664CC6DEFB4015BA41467A8BA5904C89318"
"58","ods2_tp175","13","independent_m15_overnight_drift_structure_v2","1","discovery_model1","ods2_tp175.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\039_ods2_tp175_continuous_2015_2020_m1.ini","ods2_tp175_continuous_2015_2020_m1","profiles\ods2_tp175.set","C12B15AB476597368E94FAFD5B5D6F7801F9194BBDA723FFCEBF1DF419524A12","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","4","0.05","0.05","0.35","7","35.0","1.75","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026.","PARSED","outputs\independent_m15_overnight_drift_structure_v2_discovery_model1_package\reports_here\ods2_tp175_continuous_2015_2020_m1.htm","48FF2658A63C7DDD14AB5F0CD21C372FA81924E2EAB0B66843032975EA902C21","10000","2191","5.9986","50.51","10050.51","0.51","0.08","0.08","1.06","0.3","1.42","48.54","171","10","163.35","1.61","151.27","163.35","0.3092","REPORT_FOUND","Portable worker exported and copied the full MT5 report.","2E98481FBE42F58B61CB824652CA58FED62C0A005FD14EEB6C5B4110D4C56AE6","9E246182FAF1CD1E16C1CBF88EB1E50057B5434FCA246C526F87E4C5DB228CF5"
