Lane,ProfileId,SourceHash,RunLabel,EntryTime,ExitTime,EntryYear,EntryMonth,EntryHour,DayOfWeek,Symbol,Side,Volume,EntryPrice,ExitPrice,InitialStop,InitialRiskMoney,RiskR,HoldMinutes,Profit,Winner,EntryComment,ExitComment
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-05-17 13:00:00,2017-05-17 16:57:40,2017,5,13,Wednesday,XAUUSD,buy,0.03,1245.96,1256.30,1240.79,15.5100,2.000000,237.67,31.02,True,daily momentum plus fresh H1 breakout,tp 1256.30
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-06-14 06:00:00,2017-06-14 11:00:00,2017,6,6,Wednesday,XAUUSD,buy,0.04,1269.49,1266.94,1265.88,14.4400,-0.706371,300.0,-10.20,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-07-21 15:00:00,2017-07-21 20:24:23,2017,7,15,Friday,XAUUSD,buy,0.06,1249.11,1254.15,1246.60,15.0600,2.007968,324.38,30.24,True,daily momentum plus fresh H1 breakout,tp 1254.13
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-08-01 21:00:00,2017-08-01 22:58:29,2017,8,21,Tuesday,XAUUSD,sell,0.10,1272.66,1268.98,1274.50,18.4000,2.000000,118.48,36.80,True,upper-band reclaim; DI edge -6.99,tp 1268.99
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-08-09 11:00:00,2017-08-09 21:34:23,2017,8,11,Wednesday,XAUUSD,buy,0.03,1268.21,1276.64,1263.99,12.6600,1.997630,634.38,25.29,True,daily momentum plus fresh H1 breakout,tp 1276.64
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-08-10 14:00:00,2017-08-11 03:27:29,2017,8,14,Thursday,XAUUSD,buy,0.04,1280.97,1287.90,1277.51,13.8400,1.966763,807.48,27.22,True,daily momentum plus fresh H1 breakout,tp 1287.90
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-08-21 17:00:00,2017-08-22 05:00:00,2017,8,17,Monday,XAUUSD,buy,0.02,1291.97,1288.92,1286.33,11.2800,-0.562943,720.0,-6.35,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-08-28 09:00:00,2017-08-28 17:57:26,2017,8,9,Monday,XAUUSD,buy,0.06,1295.21,1299.72,1292.95,13.5600,1.995575,537.43,27.06,True,daily momentum plus fresh H1 breakout,tp 1299.72
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-09-04 10:00:00,2017-09-05 10:46:40,2017,9,10,Monday,XAUUSD,buy,0.02,1337.63,1331.71,1331.73,11.8000,-1.024576,1486.67,-12.09,False,daily momentum plus fresh H1 breakout,sl 1331.73
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-09-08 06:00:00,2017-09-08 12:00:00,2017,9,6,Friday,XAUUSD,buy,0.02,1352.30,1351.35,1346.89,10.8200,-0.175601,360.0,-1.90,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-09-19 17:00:00,2017-09-19 19:34:38,2017,9,17,Tuesday,XAUUSD,buy,0.03,1310.48,1306.43,1306.44,12.1200,-1.002475,154.63,-12.15,False,daily momentum plus fresh H1 breakout,sl 1306.44
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-09-20 09:00:00,2017-09-20 16:00:00,2017,9,9,Wednesday,XAUUSD,buy,0.03,1313.90,1311.23,1309.40,13.5000,-0.593333,420.0,-8.01,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-09-26 07:00:00,2017-09-26 10:17:34,2017,9,7,Tuesday,XAUUSD,buy,0.02,1313.24,1307.54,1307.55,11.3800,-1.001757,197.57,-11.40,False,daily momentum plus fresh H1 breakout,sl 1307.55
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-10-04 09:00:00,2017-10-04 15:03:02,2017,10,9,Wednesday,XAUUSD,buy,0.06,1276.65,1281.53,1274.21,14.6400,2.000000,363.03,29.28,True,daily momentum plus fresh H1 breakout,tp 1281.53
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-10-12 07:00:00,2017-10-12 13:00:00,2017,10,7,Thursday,XAUUSD,buy,0.04,1295.15,1293.88,1291.31,15.3600,-0.330729,360.0,-5.08,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-10-13 10:00:00,2017-10-13 11:21:27,2017,10,10,Friday,XAUUSD,buy,0.05,1297.18,1294.43,1294.43,13.7500,-1.000000,81.45,-13.75,False,daily momentum plus fresh H1 breakout,sl 1294.43
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-10-16 11:00:00,2017-10-16 20:18:42,2017,10,11,Monday,XAUUSD,buy,0.03,1305.51,1301.32,1301.33,12.5400,-1.002392,558.7,-12.57,False,daily momentum plus fresh H1 breakout,sl 1301.33
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-10-26 09:00:00,2017-10-26 10:30:32,2017,10,9,Thursday,XAUUSD,buy,0.04,1281.63,1278.28,1278.28,13.4000,-1.000000,90.53,-13.40,False,daily momentum plus fresh H1 breakout,sl 1278.28
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-11-15 11:00:00,2017-11-15 17:35:42,2017,11,11,Wednesday,XAUUSD,buy,0.03,1284.12,1280.08,1280.08,12.1200,-1.000000,395.7,-12.12,False,daily momentum plus fresh H1 breakout,sl 1280.08
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-11-17 17:00:00,2017-11-17 20:09:20,2017,11,17,Friday,XAUUSD,buy,0.03,1285.63,1294.49,1281.23,13.2000,2.013636,189.33,26.58,True,daily momentum plus fresh H1 breakout,tp 1294.43
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-11-30 11:00:00,2017-11-30 20:04:30,2017,11,11,Thursday,XAUUSD,sell,0.03,1280.15,1271.26,1284.59,13.3200,2.002252,544.5,26.67,True,daily momentum plus fresh H1 breakout,tp 1271.26
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-12-07 08:00:00,2017-12-07 16:15:41,2017,12,8,Thursday,XAUUSD,sell,0.04,1260.46,1253.07,1264.15,14.7600,2.002710,495.68,29.56,True,daily momentum plus fresh H1 breakout,tp 1253.08
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-12-12 17:00:00,2017-12-12 22:00:00,2017,12,17,Tuesday,XAUUSD,sell,0.04,1240.48,1243.34,1244.26,15.1200,-0.756614,300.0,-11.44,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-12-15 13:00:00,2017-12-15 17:00:00,2017,12,13,Friday,XAUUSD,buy,0.03,1258.59,1255.89,1254.12,13.4100,-0.604027,240.0,-8.10,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-12-20 13:00:00,2017-12-20 16:37:27,2017,12,13,Wednesday,XAUUSD,buy,0.05,1265.45,1262.62,1262.62,14.1500,-1.000000,217.45,-14.15,False,daily momentum plus fresh H1 breakout,sl 1262.62
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2017-12-29 11:00:00,2017-12-29 16:20:41,2017,12,11,Friday,XAUUSD,buy,0.06,1296.72,1301.30,1294.43,13.7400,2.000000,320.68,27.48,True,daily momentum plus fresh H1 breakout,tp 1301.30
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-01-02 16:00:00,2018-01-03 04:38:30,2018,1,16,Tuesday,XAUUSD,buy,0.03,1314.21,1314.65,1309.63,13.7400,0.068413,758.5,0.94,True,daily momentum plus fresh H1 breakout,sl 1314.67
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-01-11 16:00:00,2018-01-12 11:01:26,2018,1,16,Thursday,XAUUSD,buy,0.03,1321.15,1330.43,1316.51,13.9200,1.972701,1141.43,27.46,True,daily momentum plus fresh H1 breakout,tp 1330.43
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-01-12 12:00:00,2018-01-12 15:30:24,2018,1,12,Friday,XAUUSD,buy,0.03,1331.14,1326.23,1326.23,14.7300,-1.000000,210.4,-14.73,False,daily momentum plus fresh H1 breakout,sl 1326.23
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-01-15 07:00:00,2018-01-16 10:00:00,2018,1,7,Monday,XAUUSD,buy,0.02,1342.83,1339.21,1336.02,13.6200,-0.549927,1620.0,-7.49,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-01-19 10:00:00,2018-01-22 01:05:00,2018,1,10,Friday,XAUUSD,buy,0.02,1335.16,1335.05,1329.21,11.9000,-0.039496,3785.0,-0.47,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-01-24 09:00:00,2018-01-24 14:54:21,2018,1,9,Wednesday,XAUUSD,buy,0.04,1343.64,1351.56,1339.70,15.7600,2.010152,354.35,31.68,True,daily momentum plus fresh H1 breakout,tp 1351.52
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-02-13 08:00:00,2018-02-13 16:00:00,2018,2,8,Tuesday,XAUUSD,buy,0.03,1326.48,1325.85,1321.41,15.2100,-0.124260,480.0,-1.89,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-02-15 11:00:00,2018-02-15 13:18:37,2018,2,11,Thursday,XAUUSD,buy,0.03,1356.57,1351.74,1351.75,14.4600,-1.002075,138.62,-14.49,False,daily momentum plus fresh H1 breakout,sl 1351.75
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-02-16 07:00:00,2018-02-16 15:00:00,2018,2,7,Friday,XAUUSD,buy,0.02,1358.83,1356.24,1352.12,13.4200,-0.385991,480.0,-5.18,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-03-01 11:00:00,2018-03-01 16:00:31,2018,3,11,Thursday,XAUUSD,sell,0.03,1311.60,1311.13,1316.26,13.9800,0.100858,300.52,1.41,True,daily momentum plus fresh H1 breakout,sl 1311.13
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-03-08 17:00:00,2018-03-09 09:00:00,2018,3,17,Thursday,XAUUSD,sell,0.03,1322.05,1319.20,1326.95,14.7000,0.572109,960.0,8.41,True,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-03-21 15:00:00,2018-03-21 20:05:43,2018,3,15,Wednesday,XAUUSD,buy,0.03,1318.81,1319.31,1313.77,15.1200,0.099206,305.72,1.50,True,daily momentum plus fresh H1 breakout,sl 1319.31
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-03-23 09:00:00,2018-03-26 09:00:00,2018,3,9,Friday,XAUUSD,buy,0.02,1343.03,1345.30,1336.28,13.5000,0.317778,4320.0,4.29,True,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-03-26 17:00:00,2018-03-27 04:00:00,2018,3,17,Monday,XAUUSD,buy,0.02,1352.87,1351.13,1346.97,11.8000,-0.316102,660.0,-3.73,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-04-02 10:00:00,2018-04-02 15:26:15,2018,4,10,Monday,XAUUSD,buy,0.06,1330.59,1335.40,1328.19,14.4000,2.004167,326.25,28.86,True,daily momentum plus fresh H1 breakout,tp 1335.38
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-04-11 10:00:00,2018-04-11 15:35:41,2018,4,10,Wednesday,XAUUSD,buy,0.03,1344.77,1354.89,1339.71,15.1800,2.000000,335.68,30.36,True,daily momentum plus fresh H1 breakout,tp 1354.89
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-04-24 22:00:00,2018-04-25 06:57:27,2018,4,22,Tuesday,XAUUSD,sell,0.10,1331.92,1328.33,1333.12,12.0000,2.953333,537.45,35.44,True,upper-band reclaim; DI edge -10.02,tp 1328.34
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-05-08 18:00:00,2018-05-08 19:10:20,2018,5,18,Tuesday,XAUUSD,buy,0.10,1307.93,1312.57,1305.47,24.6000,1.886179,70.33,46.40,True,lower-band reclaim; DI edge -9.59,tp 1312.55
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-05-11 12:00:00,2018-05-11 18:00:00,2018,5,12,Friday,XAUUSD,buy,0.03,1323.27,1322.27,1318.23,15.1200,-0.198413,360.0,-3.00,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-05-23 09:00:00,2018-05-23 12:07:41,2018,5,9,Wednesday,XAUUSD,sell,0.03,1290.49,1294.82,1294.82,12.9900,-1.000000,187.68,-12.99,False,daily momentum plus fresh H1 breakout,sl 1294.82
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-05-24 16:00:00,2018-05-24 17:02:30,2018,5,16,Thursday,XAUUSD,buy,0.04,1298.75,1305.67,1295.29,13.8400,2.000000,62.5,27.68,True,daily momentum plus fresh H1 breakout,tp 1305.67
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-06-07 16:00:00,2018-06-07 16:28:31,2018,6,16,Thursday,XAUUSD,buy,0.03,1301.58,1297.23,1297.26,12.9600,-1.006944,28.52,-13.05,False,daily momentum plus fresh H1 breakout,sl 1297.26
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-06-26 09:00:00,2018-06-26 10:33:36,2018,6,9,Tuesday,XAUUSD,buy,0.10,1263.94,1262.17,1262.18,17.6000,-1.005682,93.6,-17.70,False,lower-band reclaim; DI edge -11.62,sl 1262.18
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-06-26 06:00:00,2018-06-26 14:54:40,2018,6,6,Tuesday,XAUUSD,sell,0.03,1263.77,1255.66,1267.82,12.1500,2.002469,534.67,24.33,True,daily momentum plus fresh H1 breakout,tp 1255.66
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-06-27 06:00:00,2018-06-27 11:00:00,2018,6,6,Wednesday,XAUUSD,sell,0.02,1254.25,1258.26,1259.65,10.8000,-0.742593,300.0,-8.02,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-06-28 10:00:00,2018-06-28 15:54:30,2018,6,10,Thursday,XAUUSD,sell,0.04,1250.46,1253.99,1253.98,14.0800,-1.002841,354.5,-14.12,False,daily momentum plus fresh H1 breakout,sl 1253.98
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-07-11 15:00:00,2018-07-12 08:00:00,2018,7,15,Wednesday,XAUUSD,sell,0.03,1248.69,1244.79,1253.56,14.6100,0.772758,1020.0,11.29,True,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-07-18 09:00:00,2018-07-18 16:00:00,2018,7,9,Wednesday,XAUUSD,sell,0.03,1224.66,1225.29,1229.35,14.0700,-0.134328,420.0,-1.89,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-07-24 08:00:00,2018-07-24 10:31:40,2018,7,8,Tuesday,XAUUSD,sell,0.02,1219.03,1225.03,1225.03,12.0000,-1.000000,151.67,-12.00,False,daily momentum plus fresh H1 breakout,sl 1225.03
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-08-02 15:00:00,2018-08-03 10:59:30,2018,8,15,Thursday,XAUUSD,sell,0.03,1214.32,1205.24,1218.86,13.6200,1.989721,1199.5,27.10,True,daily momentum plus fresh H1 breakout,tp 1205.24
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-08-06 14:00:00,2018-08-07 04:00:00,2018,8,14,Monday,XAUUSD,sell,0.03,1209.89,1209.60,1214.18,12.8700,0.056721,840.0,0.73,True,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-08-13 11:00:00,2018-08-13 19:49:29,2018,8,11,Monday,XAUUSD,sell,0.03,1204.41,1193.81,1209.71,15.9000,2.000000,529.48,31.80,True,daily momentum plus fresh H1 breakout,tp 1193.82
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-08-15 12:00:00,2018-08-15 17:58:30,2018,8,12,Wednesday,XAUUSD,sell,0.04,1186.17,1179.19,1189.66,13.9600,2.000000,358.5,27.92,True,daily momentum plus fresh H1 breakout,tp 1179.20
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-08-23 11:00:00,2018-08-24 08:00:00,2018,8,11,Thursday,XAUUSD,sell,0.03,1189.05,1188.25,1193.11,12.1800,0.185550,1260.0,2.26,True,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-09-10 08:00:00,2018-09-10 16:00:28,2018,9,8,Monday,XAUUSD,sell,0.04,1193.07,1196.54,1196.53,13.8400,-1.002890,480.47,-13.88,False,daily momentum plus fresh H1 breakout,sl 1196.53
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-09-28 10:00:00,2018-09-28 15:56:28,2018,9,10,Friday,XAUUSD,sell,0.04,1181.70,1185.65,1185.63,15.7200,-1.005089,356.47,-15.80,False,daily momentum plus fresh H1 breakout,sl 1185.63
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-09-28 15:00:00,2018-09-28 17:56:38,2018,9,15,Friday,XAUUSD,buy,0.10,1183.52,1190.74,1180.29,32.3000,2.235294,176.63,72.20,True,lower-band reclaim; DI edge -7.41,tp 1190.74
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-10-08 11:00:00,2018-10-08 15:31:42,2018,10,11,Monday,XAUUSD,sell,0.04,1193.87,1186.70,1197.45,14.3200,2.002793,271.7,28.68,True,daily momentum plus fresh H1 breakout,tp 1186.70
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-10-17 06:00:00,2018-10-17 11:40:37,2018,10,6,Wednesday,XAUUSD,sell,0.04,1222.43,1225.99,1225.99,14.2400,-1.000000,340.62,-14.24,False,daily momentum plus fresh H1 breakout,sl 1225.99
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-10-18 10:00:00,2018-10-18 12:20:04,2018,10,10,Thursday,XAUUSD,sell,0.04,1220.57,1224.36,1224.36,15.1600,-1.000000,140.07,-15.16,False,daily momentum plus fresh H1 breakout,sl 1224.36
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-10-29 09:00:00,2018-10-30 12:25:04,2018,10,9,Monday,XAUUSD,sell,0.03,1230.68,1220.73,1235.65,14.9100,1.992622,1645.07,29.71,True,daily momentum plus fresh H1 breakout,tp 1220.74
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-10-31 06:00:00,2018-11-01 04:00:00,2018,10,6,Wednesday,XAUUSD,sell,0.02,1217.59,1217.60,1223.19,11.2000,-0.026786,1320.0,-0.30,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-11-08 07:00:00,2018-11-08 21:02:38,2018,11,7,Thursday,XAUUSD,sell,0.04,1223.47,1227.00,1226.99,14.0800,-1.002841,842.63,-14.12,False,daily momentum plus fresh H1 breakout,sl 1226.99
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-11-09 06:00:00,2018-11-09 18:47:39,2018,11,6,Friday,XAUUSD,sell,0.03,1218.33,1207.58,1223.70,16.1100,2.001862,767.65,32.25,True,daily momentum plus fresh H1 breakout,tp 1207.60
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-11-19 19:00:00,2018-11-19 19:58:02,2018,11,19,Monday,XAUUSD,sell,0.10,1222.57,1224.27,1224.27,17.0000,-1.000000,58.03,-17.00,False,upper-band reclaim; DI edge -2.57,sl 1224.27
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-11-27 09:00:00,2018-11-27 09:31:36,2018,11,9,Tuesday,XAUUSD,sell,0.07,1220.71,1222.88,1222.87,15.1200,-1.004630,31.6,-15.19,False,daily momentum plus fresh H1 breakout,sl 1222.87
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-11-30 13:00:00,2018-11-30 18:59:38,2018,11,13,Friday,XAUUSD,sell,0.05,1221.94,1221.64,1225.05,15.5500,0.096463,359.63,1.50,True,daily momentum plus fresh H1 breakout,sl 1221.63
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-12-14 10:00:00,2018-12-14 19:00:00,2018,12,10,Friday,XAUUSD,sell,0.04,1238.51,1240.18,1242.54,16.1200,-0.414392,540.0,-6.68,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-12-28 09:00:00,2018-12-28 10:26:38,2018,12,9,Friday,XAUUSD,buy,0.04,1280.94,1276.86,1276.89,16.2000,-1.007407,86.63,-16.32,False,daily momentum plus fresh H1 breakout,sl 1276.89
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2018-12-31 10:00:00,2018-12-31 16:00:00,2018,12,10,Monday,XAUUSD,buy,0.03,1281.28,1279.95,1277.20,12.2400,-0.325980,360.0,-3.99,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-01-03 09:00:00,2019-01-03 12:34:45,2019,1,9,Thursday,XAUUSD,buy,0.03,1292.31,1287.16,1287.24,15.2100,-1.015779,214.75,-15.45,False,daily momentum plus fresh H1 breakout,sl 1287.24
