Lane,ProfileId,SourceHash,RunLabel,EntryTime,ExitTime,EntryYear,EntryMonth,EntryHour,DayOfWeek,Symbol,Side,Volume,EntryPrice,ExitPrice,InitialStop,InitialRiskMoney,RiskR,HoldMinutes,Profit,Winner,EntryComment,ExitComment
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-09-14 16:00:00,2023-09-14 18:10:27,2023,9,16,Thursday,XAUUSD,sell,0.02,1904.49,1910.62,1910.61,12.2400,-1.001634,130.45,-12.26,False,daily momentum plus fresh H1 breakout,sl 1910.61
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-09-21 12:00:00,2023-09-22 03:00:00,2023,9,12,Thursday,XAUUSD,sell,0.02,1923.08,1921.52,1930.92,15.6800,0.193240,900.0,3.03,True,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-09-25 09:00:00,2023-09-25 10:04:37,2023,9,9,Monday,XAUUSD,sell,0.04,1921.72,1925.55,1925.55,15.3200,-1.000000,64.62,-15.32,False,daily momentum plus fresh H1 breakout,sl 1925.55
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-09-26 06:00:00,2023-09-26 15:38:26,2023,9,6,Tuesday,XAUUSD,sell,0.04,1913.63,1906.73,1917.08,13.8000,2.000000,578.43,27.60,True,daily momentum plus fresh H1 breakout,tp 1906.74
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-09-27 08:00:00,2023-09-27 16:54:42,2023,9,8,Wednesday,XAUUSD,sell,0.02,1897.69,1884.54,1904.21,13.0400,2.016871,534.7,26.30,True,daily momentum plus fresh H1 breakout,tp 1884.65
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-10-02 08:00:00,2023-10-02 17:14:31,2023,10,8,Monday,XAUUSD,sell,0.02,1842.57,1829.02,1849.35,13.5600,1.998525,554.52,27.10,True,daily momentum plus fresh H1 breakout,tp 1829.02
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-11-01 06:00:00,2023-11-01 11:00:00,2023,11,6,Wednesday,XAUUSD,sell,0.01,1977.06,1982.55,1985.80,8.7400,-0.628146,300.0,-5.49,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-11-06 18:00:00,2023-11-07 11:08:15,2023,11,18,Monday,XAUUSD,sell,0.02,1981.11,1964.35,1989.48,16.7400,1.997013,1028.25,33.43,True,daily momentum plus fresh H1 breakout,tp 1964.36
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-11-13 17:00:00,2023-11-13 18:07:36,2023,11,17,Monday,XAUUSD,sell,0.02,1932.76,1940.04,1940.04,14.5600,-1.000000,67.6,-14.56,False,daily momentum plus fresh H1 breakout,sl 1940.04
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-11-17 11:00:00,2023-11-17 16:36:36,2023,11,11,Friday,XAUUSD,buy,0.02,1988.73,1982.26,1982.26,12.9400,-1.000000,336.6,-12.94,False,daily momentum plus fresh H1 breakout,sl 1982.26
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-11-24 13:00:00,2023-11-27 02:24:59,2023,11,13,Friday,XAUUSD,buy,0.04,1995.85,2004.04,1991.78,16.2800,1.981572,3684.98,32.26,True,daily momentum plus fresh H1 breakout,tp 2004.00
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-12-01 11:00:00,2023-12-01 13:39:28,2023,12,11,Friday,XAUUSD,buy,0.02,2045.40,2038.42,2038.45,13.9000,-1.004317,159.47,-13.96,False,daily momentum plus fresh H1 breakout,sl 2038.45
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-12-07 16:00:00,2023-12-07 16:44:34,2023,12,16,Thursday,XAUUSD,buy,0.02,2037.24,2029.20,2029.20,16.0800,-1.000000,44.57,-16.08,False,daily momentum plus fresh H1 breakout,sl 2029.20
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-12-13 16:00:00,2023-12-13 17:13:35,2023,12,16,Wednesday,XAUUSD,buy,0.03,1984.51,1979.14,1979.17,16.0200,-1.005618,73.58,-16.11,False,daily momentum plus fresh H1 breakout,sl 1979.17
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-12-22 13:00:00,2023-12-22 18:44:40,2023,12,13,Friday,XAUUSD,buy,0.01,2055.89,2056.83,2046.50,9.3900,0.100106,344.67,0.94,True,daily momentum plus fresh H1 breakout,sl 2056.83
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-01-02 12:00:00,2024-01-02 13:44:29,2024,1,12,Tuesday,XAUUSD,buy,0.02,2077.30,2068.97,2068.97,16.6600,-1.000000,104.48,-16.66,False,daily momentum plus fresh H1 breakout,sl 2068.97
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-01-18 15:00:00,2024-01-18 15:30:43,2024,1,15,Thursday,XAUUSD,buy,0.02,2015.28,2007.29,2007.66,15.2400,-1.048556,30.72,-15.98,False,daily momentum plus fresh H1 breakout,sl 2007.66
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-01-19 10:00:00,2024-01-22 08:00:00,2024,1,10,Friday,XAUUSD,buy,0.02,2028.18,2023.23,2019.89,16.5800,-0.612183,4200.0,-10.15,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-01-29 10:00:00,2024-01-29 16:45:17,2024,1,10,Monday,XAUUSD,buy,0.02,2031.39,2023.72,2023.72,15.3400,-1.000000,405.28,-15.34,False,daily momentum plus fresh H1 breakout,sl 2023.72
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-01-31 16:00:00,2024-01-31 16:53:32,2024,1,16,Wednesday,XAUUSD,buy,0.02,2041.96,2054.60,2035.64,12.6400,2.000000,53.53,25.28,True,daily momentum plus fresh H1 breakout,tp 2054.60
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-02-06 08:00:00,2024-02-06 11:02:05,2024,2,8,Tuesday,XAUUSD,buy,0.02,2029.56,2022.84,2022.94,13.2400,-1.015106,182.08,-13.44,False,daily momentum plus fresh H1 breakout,sl 2022.94
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-02-12 13:00:00,2024-02-12 15:50:28,2024,2,13,Monday,XAUUSD,buy,0.10,2021.09,2019.46,2019.46,16.3000,-1.000000,170.47,-16.30,False,lower-band reclaim; DI edge -5.31,sl 2019.46
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-02-15 12:00:00,2024-02-15 16:32:27,2024,2,12,Thursday,XAUUSD,buy,0.03,1996.41,2006.83,1991.20,15.6300,2.000000,272.45,31.26,True,daily momentum plus fresh H1 breakout,tp 2006.83
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-02-20 10:00:00,2024-02-20 22:00:00,2024,2,10,Tuesday,XAUUSD,buy,0.03,2021.60,2025.16,2016.69,14.7300,0.725051,720.0,10.68,True,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-02-27 11:00:00,2024-02-27 18:10:04,2024,2,11,Tuesday,XAUUSD,buy,0.02,2038.19,2032.34,2032.35,11.6800,-1.001712,430.07,-11.70,False,daily momentum plus fresh H1 breakout,sl 2032.35
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-03-01 15:00:00,2024-03-01 17:15:31,2024,3,15,Friday,XAUUSD,sell,0.09,2052.47,2058.11,2058.08,50.4900,-1.005348,135.52,-50.76,False,upper-band reclaim; DI edge -10.23,sl 2058.08
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-03-05 11:00:00,2024-03-05 15:33:46,2024,3,11,Tuesday,XAUUSD,buy,0.01,2120.88,2138.63,2112.01,8.8700,2.001127,273.77,17.75,True,daily momentum plus fresh H1 breakout,tp 2138.63
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-03-05 16:00:00,2024-03-06 03:00:00,2024,3,16,Tuesday,XAUUSD,buy,0.01,2127.79,2126.74,2118.47,9.3200,-0.126609,660.0,-1.18,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-03-08 11:00:00,2024-03-08 15:41:30,2024,3,11,Friday,XAUUSD,buy,0.01,2165.19,2183.98,2155.80,9.3900,2.001065,281.5,18.79,True,daily momentum plus fresh H1 breakout,tp 2183.96
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-03-15 12:00:00,2024-03-15 14:04:36,2024,3,12,Friday,XAUUSD,buy,0.01,2171.90,2163.14,2163.14,8.7600,-1.000000,124.6,-8.76,False,daily momentum plus fresh H1 breakout,sl 2163.14
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-05-15 07:00:00,2024-05-15 11:49:18,2024,5,7,Wednesday,XAUUSD,buy,0.02,2360.48,2372.77,2354.33,12.3000,1.998374,289.3,24.58,True,daily momentum plus fresh H1 breakout,tp 2372.77
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-05-17 15:00:00,2024-05-17 17:26:40,2024,5,15,Friday,XAUUSD,buy,0.01,2389.83,2407.61,2380.96,8.8700,2.004510,146.67,17.78,True,daily momentum plus fresh H1 breakout,tp 2407.57
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-06-25 21:00:00,2024-06-26 04:38:54,2024,6,21,Tuesday,XAUUSD,buy,0.10,2319.35,2314.64,2314.69,46.6000,-1.037768,458.9,-48.36,False,lower-band reclaim; DI edge -7.20,sl 2314.69
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-07-03 16:00:00,2024-07-04 09:32:02,2024,7,16,Wednesday,XAUUSD,buy,0.01,2350.56,2351.33,2341.71,8.8500,0.044068,1052.03,0.39,True,daily momentum plus fresh H1 breakout,sl 2351.44
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-07-04 18:00:00,2024-07-05 05:39:24,2024,7,18,Thursday,XAUUSD,sell,0.10,2358.94,2362.43,2362.43,34.9000,-1.013181,699.4,-35.36,False,upper-band reclaim; DI edge -6.79,sl 2362.43
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-07-10 10:00:00,2024-07-10 16:53:26,2024,7,10,Wednesday,XAUUSD,buy,0.02,2372.04,2384.23,2365.96,12.1600,2.004934,413.43,24.38,True,daily momentum plus fresh H1 breakout,tp 2384.21
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-07-30 17:00:00,2024-07-30 18:27:30,2024,7,17,Tuesday,XAUUSD,buy,0.01,2393.66,2385.20,2385.23,8.4300,-1.003559,87.5,-8.46,False,daily momentum plus fresh H1 breakout,sl 2385.23
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-07-31 17:00:00,2024-07-31 22:35:37,2024,7,17,Wednesday,XAUUSD,buy,0.01,2426.42,2446.02,2416.62,9.8000,2.000000,335.62,19.60,True,daily momentum plus fresh H1 breakout,tp 2446.02
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-08-29 09:00:00,2024-08-29 15:30:41,2024,8,9,Thursday,XAUUSD,buy,0.02,2519.04,2510.99,2511.05,15.9800,-1.007509,390.68,-16.10,False,daily momentum plus fresh H1 breakout,sl 2511.05
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-09-05 09:00:00,2024-09-05 15:21:39,2024,9,9,Thursday,XAUUSD,buy,0.01,2502.20,2520.22,2493.19,9.0100,2.000000,381.65,18.02,True,daily momentum plus fresh H1 breakout,tp 2520.21
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-09-16 07:00:00,2024-09-16 13:51:27,2024,9,7,Monday,XAUUSD,buy,0.01,2586.56,2577.64,2577.64,8.9200,-1.000000,411.45,-8.92,False,daily momentum plus fresh H1 breakout,sl 2577.64
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-10-01 13:00:00,2024-10-01 16:50:39,2024,10,13,Tuesday,XAUUSD,buy,0.01,2648.91,2668.93,2638.92,9.9900,2.004004,230.65,20.02,True,daily momentum plus fresh H1 breakout,tp 2668.89
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-10-04 08:00:00,2024-10-04 13:00:00,2024,10,8,Friday,XAUUSD,buy,0.01,2664.32,2657.37,2654.76,9.5600,-0.726987,300.0,-6.95,False,daily momentum plus fresh H1 breakout,
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-10-09 18:00:00,2024-10-10 22:07:27,2024,10,18,Wednesday,XAUUSD,buy,0.09,2609.84,2630.03,2604.39,49.0500,3.635270,1687.45,178.31,True,lower-band reclaim; DI edge -7.00,tp 2630.00
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-10-30 08:00:00,2024-10-30 14:00:00,2024,10,8,Wednesday,XAUUSD,buy,0.02,2783.26,2778.59,2775.47,15.5800,-0.599487,360.0,-9.34,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-12-20 16:00:00,2024-12-20 17:52:03,2024,12,16,Friday,XAUUSD,buy,0.01,2609.46,2629.28,2599.57,9.8900,2.004044,112.05,19.82,True,daily momentum plus fresh H1 breakout,tp 2629.25
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2024-12-31 20:00:00,2025-01-02 03:05:38,2024,12,20,Tuesday,XAUUSD,sell,0.10,2624.29,2628.39,2628.37,40.8000,-1.050000,1865.63,-42.84,False,upper-band reclaim; DI edge -7.67,sl 2628.37
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2025-01-10 11:00:00,2025-01-10 15:30:24,2025,1,11,Friday,XAUUSD,buy,0.01,2680.18,2670.89,2671.12,9.0600,-1.025386,270.4,-9.29,False,daily momentum plus fresh H1 breakout,sl 2671.12
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2025-01-28 16:00:00,2025-01-29 08:00:00,2025,1,16,Tuesday,XAUUSD,buy,0.01,2749.02,2760.92,2739.79,9.2300,1.275190,960.0,11.77,True,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2025-01-30 09:00:00,2025-01-30 14:52:39,2025,1,9,Thursday,XAUUSD,buy,0.02,2765.82,2781.12,2758.18,15.2800,2.002618,352.65,30.60,True,daily momentum plus fresh H1 breakout,tp 2781.10
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2025-09-18 19:00:00,2025-09-19 18:03:56,2025,9,19,Thursday,XAUUSD,buy,0.03,3641.49,3669.69,3626.34,45.4500,1.853025,1383.93,84.22,True,lower-band reclaim; DI edge -7.44,tp 3669.63
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2025-12-19 21:00:00,2025-12-22 02:05:00,2025,12,21,Friday,XAUUSD,sell,0.05,4348.65,4362.48,4357.76,45.5500,-1.523161,3185.0,-69.38,False,upper-band reclaim; DI edge -6.99,sl 4357.76
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2026-05-25 05:00:00,2026-05-26 07:37:00,2026,5,5,Monday,XAUUSD,sell,0.02,4562.81,4527.03,4582.24,38.8600,1.839166,1597.0,71.47,True,upper-band reclaim; DI edge -7.22,tp 4527.04
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2026-07-06 03:00:00,2026-07-07 22:07:15,2026,7,3,Monday,XAUUSD,sell,0.02,4183.10,4114.20,4203.32,40.4400,3.405292,2587.25,137.71,True,upper-band reclaim; DI edge -11.43,tp 4114.72
